카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
1,41,1층 놀이방 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 1-1 투표소 앞 관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 고객봉사실 관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-4 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 동북쪽 매점 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 농산물 특판장 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 남동쪽 매점 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 방송실 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 종합안내실 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 서쪽 매점 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 놀이방 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-3 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 북쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 동쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 남쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 서쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 내부 스탠드,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 2층 3관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 2층 2관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 2층 1관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 2층 계단(2),,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 흡연구역(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 2층 계단(1),,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 계단(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 흡연구역(1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 계단(1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 3관람석 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 2관람석 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 1관람석 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 전기실(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 관람석 입구(의무실),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 관람석 입구(구내식당),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 싸움소 진입로(3),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 전기실(1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 수조실(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 세미나실 입구,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 수조실(1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 북쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 서쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 남쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 내부 북쪽 스탠드,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 외부 동쪽,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-6 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 방송실 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 종합안내실 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-1 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-2 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-3 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-4 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 2-5 투표소 앞 복도,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 1-2 투표소 앞 관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 1-4 투표소 앞 관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 1-3 투표소 앞 관람석,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 싸움소 진입로(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,우사동 우주숙소 출입구,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,우사동 싸움소 급양시설,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 싸움소 진입로 (1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 내부 우측 스탠드,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 내부 좌측 스탠드,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 경기장 서쪽 출입구,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 서쪽 화단(주차장),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 우사동 출입구,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 직원 주차장 출입구,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 주 출입구 좌측,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 우사동 뒤편,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 우주숙소 뒤편,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,옥외 예시장,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,소망관 3층 중앙,30,Sep-11,054-370-7518,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,예시장 대기소,30,Sep-11,054-370-7518,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 출입구,30,Sep-11,054-370-7518,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,경기장 내부 링안,30,Sep-11,054-370-7518,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 사무실 계단,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 사무실 복도(4),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
