BIZ_UNIT,PD_S_C,PD_S_NM,PD_M_NM,PD_H_NM
A03,817,봉투류,문화용품,생활잡화
A03,818,서식지,문화용품,생활잡화
A03,819,복사용지,문화용품,생활잡화
A03,820,패션스티커,문화용품,생활잡화
A03,821,편지지/편지봉투,문화용품,생활잡화
A03,822,카드,문화용품,생활잡화
A03,823,쇼핑백,문화용품,생활잡화
A03,824,파티장식/소품,문화용품,생활잡화
A03,825,풍선,문화용품,생활잡화
A03,826,화투/카드,문화용품,생활잡화
A03,827,기타파티/팬시용품,문화용품,생활잡화
A03,828,유아서적,문화용품,생활잡화
A03,829,아동서적,문화용품,생활잡화
A03,830,일반서적,문화용품,생활잡화
A03,831,일반교육완구,문화용품,생활잡화
A03,832,자연/과학완구,문화용품,생활잡화
A03,833,미술/창작완구,문화용품,생활잡화
A03,834,스포츠완구,문화용품,생활잡화
A03,835,실외놀이완구,문화용품,생활잡화
A03,836,물놀이용품,문화용품,생활잡화
A03,837,미니자동차,문화용품,생활잡화
A03,838,피규어,문화용품,생활잡화
A03,839,콜렉션인형,문화용품,생활잡화
A03,840,DIY완구,문화용품,생활잡화
A03,841,선풍기,전기전자,생활잡화
A03,842,히터,전기전자,생활잡화
A03,843,전기요,전기전자,생활잡화
A03,844,전기매트,전기전자,생활잡화
A03,845,기타난방가전,전기전자,생활잡화
A03,846,모바일배터리/충전기,전기전자,생활잡화
A03,847,이어폰/헤드폰,전기전자,생활잡화
A03,848,케이스/보호필름,전기전자,생활잡화
A03,849,기타모바일액세서리,전기전자,생활잡화
A03,850,공기청정기,전기전자,생활잡화
A03,851,핸디형청소기,전기전자,생활잡화
A03,852,다리미,전기전자,생활잡화
A03,853,헤어드라이어,전기전자,생활잡화
A02,300,남주니어양말,주니어양말,양말
A03,855,전기밥솥,전기전자,생활잡화
A03,856,인덕션/가스레인지,전기전자,생활잡화
A03,857,요구르트/청국장제조기,전기전자,생활잡화
A03,858,기타주방가전,전기전자,생활잡화
A03,859,저장장치,전기전자,생활잡화
A03,860,마우스,전기전자,생활잡화
A03,861,스피커,전기전자,생활잡화
A03,862,기타컴퓨터액세서리,전기전자,생활잡화
A03,863,기타등산용품,레저취미,생활잡화
A03,864,기타캠핑용품,레저취미,생활잡화
A03,865,일반비타민,건강식품,일반식품
A03,866,건강보조식품세트,건강식품,일반식품
A03,867,홍삼세트,건강식품,일반식품
A03,868,홍삼/인삼혼합세트,건강식품,일반식품
A03,869,토종꿀,건강식품,일반식품
A03,870,양봉꿀,건강식품,일반식품
A03,871,꿀세트,건강식품,일반식품
A03,872,안전상비의약외품,위생용품,일상용품
A03,873,콘돔,위생용품,일상용품
A03,874,건강마스크,전기전자,생활잡화
A03,875,밴드류,위생용품,일상용품
A03,876,렌즈관리용품,위생용품,일상용품
A03,877,손난로/핫팩,레저취미,생활잡화
A03,878,체중계/신장계,전기전자,생활잡화
A03,879,수입담배,담배,일반식품
A03,880,국산담배,담배,일반식품
A03,881,유아용화장품,유아용품,일상용품
A03,882,유아용샴푸/바디워시,유아용품,일상용품
A03,883,유아/아동용치약,유아용품,일상용품
A03,884,유아/아동용칫솔,유아용품,일상용품
A03,885,유아목욕용품,유아용품,일상용품
A03,886,유아용기저귀,유아용품,일상용품
A03,887,유아용물티슈,화장지,일상용품
A03,888,놀이방매트,청소욕실용품,생활잡화
A03,889,목욕용장난감,문화용품,생활잡화
A03,890,유아용세척용품,유아용품,일상용품
A03,891,젖병소독/건조용품,유아용품,일상용품
A03,892,젖병/젖꼭지,유아용품,일상용품
A03,893,교통카드판매,서비스상품,생활잡화
A03,894,공병/공박스,기타음주류,주류
A03,895,생활잡화균일가,가정잡화,생활잡화
A02,1,땅콩,건과,신선건강
A02,2,호두,건과,신선건강
A02,3,건과기타,건과,신선건강
A02,4,일반미,양곡,양곡
A02,5,시금치,잎채소,잎/샐러드채소
A02,6,상추,잎채소,잎/샐러드채소
A02,7,미나리,잎채소,잎/샐러드채소
A02,8,부추,잎채소,잎/샐러드채소
A02,9,쑥갓,잎채소,잎/샐러드채소
A02,10,깻잎,잎채소,잎/샐러드채소
A02,11,아욱,잎채소,잎/샐러드채소
A02,12,근대,잎채소,잎/샐러드채소
A02,13,양배추,잎채소,잎/샐러드채소
A02,14,기타잎채소,잎채소,잎/샐러드채소
A02,15,생나물,나물,두부/콩나물/나물
A02,16,건나물,나물,두부/콩나물/나물
A02,17,파프리카,샐러드채소,잎/샐러드채소
A02,18,양상추,샐러드채소,잎/샐러드채소
A02,19,피자,베이커리,F&B
A02,20,브로콜리,샐러드채소,잎/샐러드채소
A02,21,체/바구니,조리용기,쿠킹&테이블웨어
A02,22,구색양채,샐러드채소,잎/샐러드채소
A02,23,숙주나물,콩나물,두부/콩나물/나물
A02,24,인삼세트,건강선물세트,신선건강
A02,25,한방세트,건강선물세트,신선건강
A02,26,활어회,생선회,생선회
A02,27,일반회,생선회,생선회
A02,28,참치회,생선회,생선회
A02,29,시니어용품,시니어위생용품,위생용품
A02,30,햄버거,Fast Food,테넌트
A02,31,F/F기타,Fast Food,테넌트
A02,32,사진관,편의시설,테넌트
A02,33,안경점,편의시설,테넌트
A02,34,유원시설,편의시설,테넌트
A02,35,케찹,소스류,조미식품
A02,36,마요네즈,소스류,조미식품
A02,37,간장,장류,조미식품
A02,38,고추장,장류,조미식품
A02,39,된장,장류,조미식품
A02,40,쌈장,장류,조미식품
A02,41,춘장,장류,조미식품
A02,42,참기름,식용유지,조미식품
A02,43,조미혼합세트,조미선물세트,조미식품
A02,44,분유,분유,인스턴트
A02,45,이유식,분유,인스턴트
A02,46,과일잼,잼,인스턴트
A02,47,수산통조림,통조림,인스턴트
A02,48,축산물통조림,통조림,인스턴트
A02,49,통조림선물세트,인스턴트선물세트,인스턴트
A02,50,녹차,차,"커피,차"
A02,51,쿠키,비스켓,과자
A02,52,젤리,캔디,과자
A02,53,채소음료,과채음료,음료
A02,54,사이다,탄산음료,음료
A02,55,콜라,탄산음료,음료
A02,56,이온음료,이온음료,음료
A02,57,커피음료,커피차음료,음료
A02,58,차음료,커피차음료,음료
A02,59,의약외품음료,기능성음료,음료
A02,60,병소주,소주,주류
A02,61,페트소주,소주,주류
A02,62,국산맥주,맥주,주류
A02,63,수입맥주,맥주,주류
A02,64,레드와인,와인,주류
A02,65,화이트와인,와인,주류
A02,66,와인선물세트,와인,주류
A02,67,민속주,전통주,주류
A02,68,막걸리,전통주,주류
A02,69,분말세제,세탁세제,세제
A02,70,세탁비누,세탁세제,세제
A02,71,액체세제,세탁세제,세제
A02,72,세탁보조제,세탁세제,세제
A02,73,주거청소세제,주거세제,세제
A02,74,식기세제,주방세제,세제
A02,75,치약,구강용품,구강/헤어
A02,76,칫솔,구강용품,구강/헤어
A02,77,구강청결제,구강용품,구강/헤어
A02,78,헤어스타일링,헤어스타일링,구강/헤어
A02,79,세탁보조용품,세탁용품,청소/수납용품
A02,80,의류수납용품,수납용품,청소/수납용품
A02,81,선반,소가구,인테리어
A02,82,기타소가구,소가구,인테리어
A02,83,액자,장식용품,인테리어
A02,84,시계,장식용품,인테리어
A02,85,연필,필기도구,문구
A02,86,펜,필기도구,문구
A02,87,필통/파우치,필기도구,문구
A02,88,연필깎이,필기도구,문구
A02,89,샤프,필기도구,문구
A02,983,야자,열대과일기타,열대과일
A02,677,테이프크리너,청소편의도구,청소/수납용품
A02,678,음식물봉투,종량제봉투,청소/수납용품
A02,679,재사용봉투,종량제봉투,청소/수납용품
A02,680,종량제봉투,종량제봉투,청소/수납용품
A02,681,거실화,패브릭욕실용품,욕실용품
A02,682,타월,패브릭욕실용품,욕실용품
A02,683,패브릭욕실매트,패브릭욕실용품,욕실용품
A02,684,다용도매트,매트,욕실용품
A02,685,베란다/놀이방매트,매트,욕실용품
A02,686,싱크매트,매트,욕실용품
A02,687,온라인매트,매트,욕실용품
A02,688,프리미엄다용도매트,프리미엄매트,욕실용품
A02,689,프리미엄싱크매트,프리미엄매트,욕실용품
A02,690,발판,일반욕실용품,욕실용품
A02,1302,수입파이,수입과자,과자
A02,1303,온라인수입과자,수입과자,과자
A02,1304,과자선물세트,종합과자,과자
A02,1305,캐릭터과자,종합과자,과자
A02,1306,온라인전통과자,전통과자,과자
A02,1307,팥빙수재료,전통과자,과자
A02,1308,한과,전통과자,과자
A02,1309,화과자,전통과자,과자
A02,1310,란제리행사,언더웨어행사,양말
A02,1311,홈웨어행사,언더웨어행사,양말
A02,1312,내의기타행사,언더웨어행사,양말
A02,1313,친환경김치채소,김치채소,잎/샐러드채소
A02,1314,친환경채소(특약),잎채소,잎/샐러드채소
A02,1315,프라이팬,조리용기,쿠킹&테이블웨어
A02,1316,김특산물,특산물행사,"멸치,황태,미역"
A02,1317,멸치특산물,특산물행사,"멸치,황태,미역"
A02,1318,미역특산물,특산물행사,"멸치,황태,미역"
A02,1319,방충제,살충제,세제
A02,1320,겨울시즌용품,야외/시즌용품,주방잡화
A02,1321,브랜드세트,H&B선물세트,구강/헤어
A02,1322,종합세트,H&B선물세트,구강/헤어
A02,1323,마켓피자,베이커리,F&B
A02,260,아이스크림,디저트,F&B
A02,261,일마레피자,디저트,F&B
A02,262,엠디월드피자,디저트,F&B
A02,263,보네스빼피자,디저트,F&B
A02,264,피자헛익스프레스,디저트,F&B
A02,265,보네스빼,베이커리,F&B
A02,266,빠뮤,베이커리,F&B
A02,267,캐주얼양말,여성양말,양말
A02,268,치간칫솔,구강용품,구강/헤어
A02,269,새치용염색약,헤어스타일링,구강/헤어
A02,270,칼라용염색약,헤어스타일링,구강/헤어
A02,271,일반기획,일반헤어케어,구강/헤어
A02,272,일반샴푸단품,일반헤어케어,구강/헤어
A02,273,일반린스단품,일반헤어케어,구강/헤어
A02,274,온라인일반헤어케어,일반헤어케어,구강/헤어
A02,275,모근/한방샴푸,기능헤어케어,구강/헤어
A02,276,두피샴푸,기능헤어케어,구강/헤어
A02,277,내추럴샴푸,기능헤어케어,구강/헤어
A02,278,스포츠양말,여성양말,양말
A02,279,스니커즈,여성양말,양말
A02,280,정장양말,여성양말,양말
A02,281,반장,여성양말,양말
A02,282,면타이즈,여성양말,양말
A02,283,여성묶음양말,여성양말,양말
A02,284,여성양말기획,여성양말,양말
A02,285,수면양말,여성양말,양말
A02,286,아동캐주얼,아동양말,양말
A02,287,베이비양말,아동양말,양말
A02,288,아동반장,아동양말,양말
A02,289,아동타이즈,아동양말,양말
A02,290,아동스니커즈,아동양말,양말
A02,291,아동양말기획,아동양말,양말
A02,292,아동묶음양말,아동양말,양말
A02,293,아동수면양말,아동양말,양말
A02,294,여성스타킹덧신,덧신,양말
A02,295,여성면덧신,덧신,양말
A02,296,여성양말덧신,덧신,양말
A02,297,남성양말덧신,덧신,양말
A02,298,아동실내덧신,덧신,양말
A02,299,성인실내덧신,덧신,양말
A02,641,온라인수족관용품,수족관용품,애완원예용품
A02,301,여주니어양말,주니어양말,양말
A02,302,주니어캐릭터,주니어양말,양말
A02,303,남성양말선물세트,양말선물세트,양말
A02,304,여성양말선물세트,양말선물세트,양말
A02,305,아동양말선물세트,양말선물세트,양말
A02,306,양말행사,언더웨어행사,양말
A02,307,바캉스슈즈,시즌슈즈,패션슈즈
A02,308,방한슈즈,시즌슈즈,패션슈즈
A02,309,병행수입시즌슈즈,시즌슈즈,패션슈즈
A02,310,런닝화,스포츠슈즈,패션슈즈
A02,311,스니커즈,스포츠슈즈,패션슈즈
A02,312,등산화,스포츠슈즈,패션슈즈
A02,313,기능화,스포츠슈즈,패션슈즈
A02,314,슬리퍼,스포츠슈즈,패션슈즈
A02,315,병행수입스포츠슈즈,스포츠슈즈,패션슈즈
A02,316,아동구두,아동슈즈,패션슈즈
A02,317,아동운동화,아동슈즈,패션슈즈
A02,318,아동실내화,아동슈즈,패션슈즈
A02,319,아동시즌슈즈,아동슈즈,패션슈즈
A02,320,병행수입아동슈즈,아동슈즈,패션슈즈
A02,321,캐주얼단화,캐주얼슈즈,패션슈즈
A02,322,캐주얼샌들,캐주얼슈즈,패션슈즈
A02,323,캐주얼부츠,캐주얼슈즈,패션슈즈
A02,324,드레스화,캐주얼슈즈,패션슈즈
A02,325,즉석어포,즉석구이안주,마른안주
A02,326,슈케어용품,슈즈용품,패션슈즈
A02,327,풋케어용품,슈즈용품,패션슈즈
A02,328,드레스화브랜드,드레스화브랜드,슈즈브랜드
A02,329,드레스화브랜드행사,드레스화브랜드,슈즈브랜드
A02,330,캐주얼화브랜드,캐주얼화브랜드,슈즈브랜드
A02,331,캐주얼화브랜드행사,캐주얼화브랜드,슈즈브랜드
A02,332,아동화브랜드,아동화브랜드,슈즈브랜드
A02,333,아동화브랜드행사,아동화브랜드,슈즈브랜드
A02,334,슈즈행사,슈즈행사,슈즈브랜드
A02,335,준보석브랜드,준보석,잡화브랜드
A02,336,시계브랜드,시계,잡화브랜드
A02,337,액세서리브랜드,액세서리,잡화브랜드
A02,338,액세서리편집,액세서리,잡화브랜드
A02,339,선글라스브랜드,액세서리,잡화브랜드
A02,340,선글라스편집,액세서리,잡화브랜드
A02,341,여성벨트,지갑/벨트,BAG & ACC
A02,342,남성벨트,지갑/벨트,BAG & ACC
A02,343,서류가방,가방,BAG & ACC
A02,344,학생가방,가방,BAG & ACC
A02,345,캐주얼가방,가방,BAG & ACC
A02,346,아동가방,가방,BAG & ACC
A02,347,온라인가방,가방,BAG & ACC
A02,348,여행가방,TRAVEL,BAG & ACC
A02,349,여행용품,TRAVEL,BAG & ACC
A02,350,액세서리행사,미입점행사,잡화브랜드
A02,351,피혁행사,미입점행사,잡화브랜드
A02,352,명품행사,미입점행사,잡화브랜드
A02,353,선글라스행사,미입점행사,잡화브랜드
A02,354,멀티샵브랜드,잡화멀티샵,잡화브랜드
A02,355,캐릭터브랜드,잡화멀티샵,잡화브랜드
A02,356,피혁브랜드,피혁브랜드,잡화브랜드
A02,357,명품브랜드,피혁브랜드,잡화브랜드
A02,358,여행가방브랜드,가방브랜드,잡화브랜드
A02,359,캐주얼가방브랜드,가방브랜드,잡화브랜드
A02,360,아동모,모자,BAG & ACC
A02,361,시즌모,모자,BAG & ACC
A02,362,야구모,모자,BAG & ACC
A02,363,벙거지,모자,BAG & ACC
A02,364,헤드웨어,모자,BAG & ACC
A02,365,우산,우산/양산,BAG & ACC
A02,366,양산,우산/양산,BAG & ACC
A02,367,우의,우산/양산,BAG & ACC
A02,368,장화,우산/양산,BAG & ACC
A02,369,스카프,시즌잡화,BAG & ACC
A02,370,머플러,시즌잡화,BAG & ACC
A02,371,워머,시즌잡화,BAG & ACC
A02,372,시즌소품,시즌잡화,BAG & ACC
A02,373,아동장갑,장갑,BAG & ACC
A02,374,가죽장갑,장갑,BAG & ACC
A02,375,캐주얼장갑,장갑,BAG & ACC
A02,376,모장갑,장갑,BAG & ACC
A02,377,유아브랜드,유아브랜드,아동유아브랜드
A02,378,토들러,아동브랜드,아동유아브랜드
A02,379,키즈,아동브랜드,아동유아브랜드
A02,380,주니어,아동브랜드,아동유아브랜드
A02,381,아동행사,아동브랜드,아동유아브랜드
A02,382,컨셉편집,아동복합샵,아동유아브랜드
A02,383,카테고리킬러,아동복합샵,아동유아브랜드
A02,384,영컨셉,여성캐주얼브랜드,여성의류브랜드
A02,385,미시,여성캐주얼브랜드,여성의류브랜드
A02,386,마담,여성캐주얼브랜드,여성의류브랜드
A02,387,여성행사,여성캐주얼브랜드,여성의류브랜드
A02,388,SPA,이지캐주얼브랜드,여성의류브랜드
A02,389,유니섹스,이지캐주얼브랜드,여성의류브랜드
A02,390,스타일리쉬,이지캐주얼브랜드,여성의류브랜드
A02,391,진캐주얼,이지캐주얼브랜드,여성의류브랜드
A02,392,이지행사,이지캐주얼브랜드,여성의류브랜드
A02,393,여성편집,스트리트편집샵,여성의류브랜드
A02,394,SPICY 편집,스트리트편집샵,여성의류브랜드
A02,395,SPA,복합샵,남성의류브랜드
A02,396,셔츠,비즈니스정장,남성의류브랜드
A02,397,캐릭터정장,비즈니스정장,남성의류브랜드
A02,398,포말정장,비즈니스정장,남성의류브랜드
A02,399,타운캐주얼,시티캐주얼,남성의류브랜드
A02,400,골프캐주얼,시티캐주얼,남성의류브랜드
A02,401,시즌행사,시티캐주얼,남성의류브랜드
A02,402,마담/어덜트상의,마담/어덜트,여성의류편집
A02,403,마담/어덜트하의,마담/어덜트,여성의류편집
A02,404,마담/어덜트원피스,마담/어덜트,여성의류편집
A02,405,마담/어덜트아우터,마담/어덜트,여성의류편집
A02,406,마담/어덜트특정,마담/어덜트,여성의류편집
A02,407,미시캐주얼상의,미시캐주얼,여성의류편집
A02,408,미시캐주얼하의,미시캐주얼,여성의류편집
A02,409,미시캐주얼원피스,미시캐주얼,여성의류편집
A02,410,미시캐주얼아우터,미시캐주얼,여성의류편집
A02,411,여성베이직상의,여성베이직,여성의류편집
A02,412,여성이지캐주얼상의,여성이지캐주얼,여성의류편집
A02,413,여성이지캐주얼하의,여성이지캐주얼,여성의류편집
A02,414,여성이지캐주얼원피스,여성이지캐주얼,여성의류편집
A02,415,여성이지캐주얼아우터,여성이지캐주얼,여성의류편집
A02,416,아동병행수입,병행수입,남성의류편집
A02,417,남성베이직상의,남성베이직,남성의류편집
A02,418,남성스포츠상의,남성스포츠,남성의류편집
A02,419,남성스포츠하의,남성스포츠,남성의류편집
A02,420,남성스포츠아우터,남성스포츠,남성의류편집
A02,421,남성어덜트캐주얼상의,남성어덜트캐주얼,남성의류편집
A02,422,남성어덜트캐주얼하의,남성어덜트캐주얼,남성의류편집
A02,423,남성어덜트캐주얼아우터,남성어덜트캐주얼,남성의류편집
A02,424,남성이지캐주얼상의,남성이지캐주얼,남성의류편집
A02,425,남성이지캐주얼하의,남성이지캐주얼,남성의류편집
A02,426,남성이지캐주얼아우터,남성이지캐주얼,남성의류편집
A02,427,유아용품,유아용품,아동유아편집
A02,428,유아토들러내의,유아토들러,아동유아편집
A02,429,유아토들러상의,유아토들러,아동유아편집
A02,430,유아토들러상하복,유아토들러,아동유아편집
A02,431,유아토들러아우터,유아토들러,아동유아편집
A02,432,유아토들러하의,유아토들러,아동유아편집
A02,433,주니어스포츠상의,주니어스포츠,아동유아편집
A02,434,주니어스포츠상하복,주니어스포츠,아동유아편집
A02,435,주니어스포츠아우터,주니어스포츠,아동유아편집
A02,436,주니어스포츠하의,주니어스포츠,아동유아편집
A02,437,주니어상의,주니어웨어,아동유아편집
A02,438,주니어아우터,주니어웨어,아동유아편집
A02,439,주니어하의,주니어웨어,아동유아편집
A02,440,브랜드,윈터스포츠,시즌스포츠
A02,441,스키/보드용품,윈터스포츠,시즌스포츠
A02,442,스키/보드의류,윈터스포츠,시즌스포츠
A02,443,브랜드,워터스포츠,시즌스포츠
A02,444,물놀이용품,워터스포츠,시즌스포츠
A02,445,패션수영복,워터스포츠,시즌스포츠
A02,446,워터스포츠용품,워터스포츠,시즌스포츠
A02,447,인라인스케이트,롤러보드,스포츠용품
A02,448,보드류,롤러보드,스포츠용품
A02,449,롤러보드용품,롤러보드,스포츠용품
A02,450,팀유니폼,구기용품,스포츠용품
A02,451,브랜드,브랜드,아웃도어
A02,452,미입점행사,브랜드,아웃도어
A02,453,등산의류,등산,아웃도어
A02,454,등산화,등산,아웃도어
A02,455,등산배낭,등산,아웃도어
A02,456,등산소품,등산,아웃도어
A02,457,캠핑취사용품,캠핑,아웃도어
A02,458,캠핑퍼니처용품,캠핑,아웃도어
A02,459,캠핑텐트류,캠핑,아웃도어
A02,460,캠핑소품,캠핑,아웃도어
A02,461,배드민턴용품,라켓스포츠,스포츠용품
A02,462,테니스용품,라켓스포츠,스포츠용품
A02,463,탁구용품,라켓스포츠,스포츠용품
A02,464,웨이트용품,헬스용품,스포츠용품
A02,465,피트니스용품,헬스용품,스포츠용품
A02,466,측정용품,헬스용품,스포츠용품
A02,467,보호대용품,헬스용품,스포츠용품
A02,468,기타헬스용품,헬스용품,스포츠용품
A02,469,안마용품,시니어건강용품,스포츠용품
A02,470,생활용품,시니어건강용품,스포츠용품
A02,471,일반자전거,자전거,스포츠용품
A02,472,브랜드,스포츠의류,스포츠용품
A02,473,기능성의류,스포츠의류,스포츠용품
A02,474,기타스포츠의류,스포츠의류,스포츠용품
A02,475,스포츠장갑,스포츠ACC,스포츠용품
A02,476,스포츠양말,스포츠ACC,스포츠용품
A02,477,스포츠가방,스포츠ACC,스포츠용품
A02,478,기타스포츠ACC,스포츠ACC,스포츠용품
A02,479,브랜드,브랜드,스포츠브랜드
A02,480,미입점행사,브랜드,스포츠브랜드
A02,481,브랜드기획,브랜드,스포츠브랜드
A02,482,브랜드,골프,스포츠브랜드
A02,483,골프공,골프,스포츠브랜드
A02,484,골프장갑,골프,스포츠브랜드
A02,485,골프화,골프,스포츠브랜드
A02,486,골프백,골프,스포츠브랜드
A02,487,골프소품,골프,스포츠브랜드
A02,488,일반섬유유연제,섬유유연제,세제
A02,489,고농축섬유유연제,섬유유연제,세제
A02,490,일반표백제,표백제,세제
A02,491,고농축표백제,표백제,세제
A02,492,락스,주거세제,세제
A02,493,파리모기살충제,살충제,세제
A02,494,바퀴개미살충제,살충제,세제
A02,495,탈취제,탈취제,세제
A02,496,제습제,제습제,세제
A02,497,천연세정제,주방세제,세제
A02,498,유아기저귀,유아위생용품,위생용품
A02,499,온라인유아기저귀,유아위생용품,위생용품
A02,500,유아세제,유아위생용품,위생용품
A02,501,수유용품,유아위생용품,위생용품
A02,502,유아용품,유아위생용품,위생용품
A02,503,환자용위생용품,시니어위생용품,위생용품
A02,504,요실금용위생용품,시니어위생용품,위생용품
A02,505,일반생리대,여성위생용품,위생용품
A02,506,탐폰형생리대,여성위생용품,위생용품
A02,507,팬티라이너,여성위생용품,위생용품
A02,508,가정용화장지,화장지,위생용품
A02,509,업소용화장지,화장지,위생용품
A02,510,즉석오징어,즉석구이안주,마른안주
A02,511,키친타올,키친타올,위생용품
A02,512,냅킨,키친타올,위생용품
A02,513,유아물티슈,물티슈,위생용품
A02,514,일반물티슈,물티슈,위생용품
A02,515,기능성물티슈,물티슈,위생용품
A02,516,온라인물티슈,물티슈,위생용품
A02,517,미용티슈,미용티슈,위생용품
A02,518,여행용미용티슈,미용티슈,위생용품
A02,519,생활도자기,그릇/수저,쿠킹&테이블웨어
A02,520,브랜드도자기,그릇/수저,쿠킹&테이블웨어
A02,521,수저,그릇/수저,쿠킹&테이블웨어
A02,522,컵,그릇/수저,쿠킹&테이블웨어
A02,523,텀블러,그릇/수저,쿠킹&테이블웨어
A02,524,제빵용품,그릇/수저,쿠킹&테이블웨어
A02,525,커피/티용품,그릇/수저,쿠킹&테이블웨어
A02,526,테이블장식용품,그릇/수저,쿠킹&테이블웨어
A02,527,온라인그릇/수저,그릇/수저,쿠킹&테이블웨어
A02,528,기능성우유,흰우유,데일리
A02,529,유아수저,유아식기,쿠킹&테이블웨어
A02,530,유아그릇,유아식기,쿠킹&테이블웨어
A02,531,유아물병,유아식기,쿠킹&테이블웨어
A02,532,국산고등어,고등어/삼치,일반생선
A02,533,국산고등어자반,고등어/삼치,일반생선
A02,534,국산삼치,고등어/삼치,일반생선
A02,535,친환경우유,흰우유,데일리
A02,536,어린이우유,흰우유,데일리
A02,537,멸균흰우유,흰우유,데일리
A02,538,과일맛우유,가공우유,데일리
A02,539,커피/초코우유,가공우유,데일리
A02,540,견과우유/냉장두유,가공우유,데일리
A02,541,멸균가공우유,가공우유,데일리
A02,1103,Local아욱,LOCAL잎채소,잎/샐러드채소
A02,1104,Local양배추,LOCAL잎채소,잎/샐러드채소
A02,1105,Local갓,LOCAL김치채소,잎/샐러드채소
A02,1106,Local배추,LOCAL김치채소,잎/샐러드채소
A02,1107,Local얼갈이,LOCAL김치채소,잎/샐러드채소
A02,1108,Local열무,LOCAL김치채소,잎/샐러드채소
A02,1109,간편구색,샐러드/간편채소,잎/샐러드채소
A02,1110,간편양념,샐러드/간편채소,잎/샐러드채소
A02,1111,드레싱,샐러드/간편채소,잎/샐러드채소
A02,1112,샐러드,샐러드/간편채소,잎/샐러드채소
A02,1113,남성바디케어,남성용품,Beauty&Aroma
A02,1114,남성헤어케어,남성용품,Beauty&Aroma
A02,1115,남성훼이셜케어,남성용품,Beauty&Aroma
A02,1116,면도기,남성용품,Beauty&Aroma
A02,1117,면도보조용품,남성용품,Beauty&Aroma
A02,1118,의약외품,개인위생용품,Beauty&Aroma
A02,1119,기타 바디케어,바디케어,Beauty&Aroma
A02,1120,미용비누,바디케어,Beauty&Aroma
A02,1121,바디스킨케어,바디케어,Beauty&Aroma
A02,1122,바디클린져,바디케어,Beauty&Aroma
A02,1123,핸드워시,바디케어,Beauty&Aroma
A02,1124,마스크팩,훼이셜케어,Beauty&Aroma
A02,1125,성인스킨케어,훼이셜케어,Beauty&Aroma
A02,1126,온라인스킨케어,훼이셜케어,Beauty&Aroma
A02,1127,코스메슈티컬,훼이셜케어,Beauty&Aroma
A02,1128,틴스킨케어,훼이셜케어,Beauty&Aroma
A02,1129,훼이셜클렌저,훼이셜케어,Beauty&Aroma
A02,1130,베이비스킨케어,베이비케어,Beauty&Aroma
A02,1131,베이비클렌저,베이비케어,Beauty&Aroma
A02,1132,임산부케어,베이비케어,Beauty&Aroma
A02,1133,네일케어,풋/핸드케어,Beauty&Aroma
A02,1134,풋케어,풋/핸드케어,Beauty&Aroma
A02,1135,핸드케어,풋/핸드케어,Beauty&Aroma
A02,1136,기타미용소품,미용소품,Beauty&Aroma
A02,1137,메이크업브러쉬,미용소품,Beauty&Aroma
A02,1138,메탈,미용소품,Beauty&Aroma
A02,1139,분첩,미용소품,Beauty&Aroma
A02,1140,여행용품,미용소품,Beauty&Aroma
A02,1141,용기,미용소품,Beauty&Aroma
A02,1142,클렌징,미용소품,Beauty&Aroma
A02,1143,헤어브러쉬/거울,미용소품,Beauty&Aroma
A02,1144,헤어용품,미용소품,Beauty&Aroma
A02,1145,화장솜/면봉,미용소품,Beauty&Aroma
A02,1146,디퓨져,아로마,Beauty&Aroma
A02,1147,방향제,아로마,Beauty&Aroma
A02,1148,온라인아로마,아로마,Beauty&Aroma
A02,1149,입욕제,아로마,Beauty&Aroma
A02,1150,향수,아로마,Beauty&Aroma
A02,1151,향초,아로마,Beauty&Aroma
A02,1152,남성화장품,기초화장품,브랜드화장품
A02,1153,여성화장품,기초화장품,브랜드화장품
A02,1154,일반화장품,기초화장품,브랜드화장품
A02,1155,기타색조화장품,색조화장품,브랜드화장품
A02,1156,네일,색조화장품,브랜드화장품
A02,1157,립,색조화장품,브랜드화장품
A02,1158,베이스,색조화장품,브랜드화장품
A02,1159,블러셔,색조화장품,브랜드화장품
A02,1160,아이,색조화장품,브랜드화장품
A02,1161,드럭스토어,드럭스토어,브랜드화장품
A02,1162,온라인화장품,온라인화장품,브랜드화장품
A02,1163,과일음료,냉장음료,데일리
A02,1164,과채음료,냉장음료,데일리
A02,1165,냉장차음료,냉장음료,데일리
A02,1166,냉장커피음료,냉장음료,데일리
A02,1167,수입냉장음료,냉장음료,데일리
A02,1168,기타고급유,식용유지,조미식품
A02,1169,올리브유,식용유지,조미식품
A02,1170,일반유,식용유지,조미식품
A02,1171,카놀라유,식용유지,조미식품
A02,1172,포도씨유,식용유지,조미식품
A02,1173,식용유지세트,조미선물세트,조미식품
A02,1174,스프레드,잼,인스턴트
A02,1175,과일통조림,통조림,인스턴트
A02,1176,참치통조림,통조림,인스턴트
A02,1177,채소통조림,통조림,인스턴트
A02,1178,혼합선물세트,인스턴트선물세트,인스턴트
A02,1179,티백차,차,"커피,차"
A02,1180,국산초콜릿,초콜릿,과자
A02,1181,초콜릿바,초콜릿,과자
A02,1182,일반껌,껌,과자
A02,1183,국내생수,생수,음료
A02,1184,수입생수,생수,음료
A02,1185,탄산수,생수,음료
