ID,GENDER,AGE_PRD,HOM_PST_NO
12555,1,60PRD,54
12556,2,40PRD,630
12557,1,20PRD,140
12558,2,40PRD,180
12559,2,40PRD,310
12560,2,30PRD,120
12561,1,50PRD,
12562,2,30PRD,100
12563,1,40PRD,57
12564,2,40PRD,520
12565,1,30PRD,510
12566,1,40PRD,30
12567,1,30PRD,56
12568,2,50PRD,37
12569,2,30PRD,490
12570,2,20PRD,140
12571,1,60PRD,90
12572,2,40PRD,540
12573,1,30PRD,220
12574,2,20PRD,440
12575,2,60PRD,55
12576,2,30PRD,100
12577,2,50PRD,80
12578,2,40PRD,160
12579,1,30PRD,51
12580,2,30PRD,41
12581,1,30PRD,500
12582,2,30PRD,440
12583,2,30PRD,34
12584,2,20PRD,17
12585,2,30PRD,370
12586,1,50PRD,90
12587,1,20PRD,43
12588,2,20PRD,440
12589,1,50PRD,36
12590,2,40PRD,510
12591,2,50PRD,280
12592,2,30PRD,120
12593,1,50PRD,57
12594,1,50PRD,
12595,1,30PRD,510
12596,2,60PRD,630
12597,2,40PRD,70
12598,1,40PRD,130
12599,1,40PRD,
12600,2,50PRD,55
12601,2,50PRD,120
12602,1,40PRD,310
12603,2,30PRD,470
12604,2,40PRD,420
12605,2,20PRD,530
12606,1,30PRD,340
12607,1,20PRD,350
12608,1,30PRD,630
12609,1,40PRD,11
12610,2,30PRD,140
12611,2,30PRD,100
12612,1,20PRD,370
12613,2,50PRD,550
12614,1,60PRD,540
12615,2,40PRD,500
12616,2,30PRD,550
12617,1,30PRD,30
12618,2,40PRD,630
12619,2,30PRD,160
12620,2,50PRD,25
12621,1,40PRD,500
12622,1,30PRD,570
12623,2,50PRD,150
12624,2,40PRD,55
12625,1,20PRD,
12626,1,30PRD,370
12627,1,60PRD,130
12628,1,30PRD,210
12629,1,30PRD,17
12630,1,30PRD,160
12631,2,40PRD,60
12632,1,30PRD,
12633,2,30PRD,86
12634,1,30PRD,420
12635,1,30PRD,83
12636,2,20PRD,56
12637,1,30PRD,
12638,2,20PRD,56
12639,1,50PRD,0
12640,2,30PRD,
12641,2,60PRD,600
12642,2,30PRD,44
12643,2,60PRD,66
12644,2,30PRD,17
12645,2,30PRD,
12646,1,60PRD,56
12647,1,50PRD,490
12648,1,60PRD,480
12649,1,30PRD,130
12650,2,30PRD,10
12651,1,30PRD,53
12652,2,20PRD,27
12653,1,30PRD,47
12654,2,30PRD,
12655,2,30PRD,210
12656,2,50PRD,490
12657,1,60PRD,220
11596,1,50PRD,
11597,1,50PRD,500
11598,2,40PRD,250
11599,1,40PRD,55
11600,1,40PRD,72
11601,1,30PRD,460
11602,1,40PRD,77
11603,2,40PRD,55
11604,1,40PRD,100
11605,1,40PRD,
11606,1,40PRD,170
11607,1,40PRD,130
11608,1,40PRD,
11609,1,40PRD,81
11610,1,30PRD,85
11611,1,40PRD,37
11612,1,30PRD,57
11613,2,30PRD,52
11614,1,40PRD,460
11615,1,40PRD,43
11616,1,30PRD,72
11617,2,20PRD,480
11618,2,40PRD,130
11619,2,20PRD,610
11620,2,50PRD,13
11621,2,30PRD,150
11622,1,30PRD,490
11623,1,50PRD,440
11624,1,60PRD,470
11625,2,20PRD,16
11626,2,60PRD,58
11627,2,50PRD,300
11628,2,30PRD,140
11629,2,40PRD,24
11630,1,30PRD,460
11631,2,50PRD,55
11632,2,20PRD,460
11633,2,40PRD,51
11634,2,40PRD,510
11635,1,20PRD,43
11636,2,40PRD,55
11637,1,40PRD,
11638,2,20PRD,16
11639,2,50PRD,20
11640,1,30PRD,340
11641,2,20PRD,13
11642,2,50PRD,55
11643,1,60PRD,83
11644,1,30PRD,180
11645,2,20PRD,100
11646,1,30PRD,51
11647,2,40PRD,150
11648,1,40PRD,470
11649,2,30PRD,550
11650,2,30PRD,210
11651,2,60PRD,110
11652,2,30PRD,470
11653,2,50PRD,500
11654,2,60PRD,
11655,2,50PRD,58
11656,1,40PRD,69
11657,2,40PRD,150
11658,2,30PRD,160
11659,2,60PRD,76
11660,1,50PRD,
11661,2,30PRD,55
11662,1,30PRD,100
11663,1,30PRD,280
11664,1,50PRD,52
11665,1,30PRD,36
11666,2,50PRD,510
11667,2,20PRD,110
11668,2,30PRD,72
11669,2,20PRD,500
11670,1,50PRD,310
11671,2,20PRD,300
11672,2,40PRD,
11673,2,30PRD,87
11674,2,60PRD,27
11675,1,30PRD,120
11676,1,40PRD,160
11677,2,30PRD,310
11678,1,40PRD,130
11679,1,30PRD,55
11680,2,40PRD,510
11681,1,30PRD,47
11682,2,40PRD,220
11683,2,30PRD,80
11684,2,40PRD,69
11685,1,20PRD,100
11686,2,50PRD,27
11687,1,20PRD,49
11688,2,40PRD,280
11689,1,40PRD,500
11690,1,50PRD,210
11691,2,30PRD,120
11692,2,50PRD,50
11693,2,30PRD,100
11694,1,50PRD,470
11695,1,30PRD,20
11696,2,30PRD,37
11697,1,30PRD,40
11698,2,40PRD,160
11699,2,40PRD,270
11700,2,50PRD,630
11701,2,40PRD,
11702,2,20PRD,50
11703,1,40PRD,470
11704,1,40PRD,55
11705,1,30PRD,66
11706,1,20PRD,87
11707,1,60PRD,18
11708,2,20PRD,55
11709,2,20PRD,75
11710,1,40PRD,310
11711,1,40PRD,69
11712,2,30PRD,17
11713,2,60PRD,40
11714,1,30PRD,470
11715,1,50PRD,490
11716,2,30PRD,210
11717,1,50PRD,210
11718,1,30PRD,220
11719,1,30PRD,100
11720,2,30PRD,55
11721,2,30PRD,25
11722,1,40PRD,600
11723,2,40PRD,67
11724,2,50PRD,150
11725,1,30PRD,280
11726,2,50PRD,140
11727,2,50PRD,210
11728,2,40PRD,600
11729,2,40PRD,210
11730,2,30PRD,55
11731,1,20PRD,460
11732,2,20PRD,45
11733,1,30PRD,65
11734,1,50PRD,370
11735,2,60PRD,160
11736,2,60PRD,490
11737,2,50PRD,610
11738,2,30PRD,460
11739,2,40PRD,620
11740,2,40PRD,28
11741,2,30PRD,160
11742,2,30PRD,120
11743,2,50PRD,620
11744,1,20PRD,63
11745,2,50PRD,13
11746,1,20PRD,510
11747,2,50PRD,
11748,2,40PRD,220
11749,1,60PRD,66
11750,1,40PRD,500
11751,1,40PRD,49
11752,2,20PRD,130
11753,2,40PRD,510
11754,2,40PRD,150
11755,2,30PRD,300
11756,2,50PRD,480
11757,1,40PRD,28
11758,2,30PRD,340
11759,2,50PRD,100
11760,2,30PRD,100
11761,2,40PRD,
11762,2,30PRD,210
11763,1,30PRD,390
11764,1,30PRD,
11765,2,20PRD,14
11766,1,40PRD,470
11767,2,50PRD,17
11768,2,20PRD,630
11769,1,40PRD,480
11770,1,50PRD,50
11771,1,30PRD,510
11772,2,40PRD,16
11773,2,30PRD,37
11774,2,50PRD,100
11775,1,30PRD,510
11776,2,50PRD,12
11777,2,30PRD,540
11778,1,50PRD,80
11779,2,50PRD,460
11780,2,20PRD,100
11781,1,30PRD,310
11782,2,60PRD,28
11783,1,60PRD,380
11784,1,30PRD,79
11785,1,20PRD,400
11786,2,30PRD,18
11787,2,40PRD,170
11788,2,50PRD,27
11789,1,20PRD,510
11790,2,30PRD,530
11791,2,30PRD,58
11792,1,30PRD,550
11793,2,40PRD,150
11794,1,50PRD,420
11795,2,30PRD,58
11796,1,60PRD,17
11797,1,30PRD,55
11798,2,20PRD,130
11799,2,50PRD,500
11800,2,30PRD,100
11801,1,30PRD,55
11802,1,30PRD,75
11803,2,20PRD,10
11804,2,30PRD,62
11805,1,30PRD,470
11806,1,40PRD,90
11807,2,30PRD,170
11808,1,50PRD,490
11809,1,60PRD,280
11810,2,30PRD,28
11811,1,50PRD,470
11812,2,50PRD,450
11813,2,20PRD,220
11814,2,30PRD,88
11815,2,20PRD,590
11816,2,20PRD,210
11817,2,50PRD,
11818,2,30PRD,10
11819,1,50PRD,80
11820,2,30PRD,310
11821,2,20PRD,340
11822,1,30PRD,510
11823,1,30PRD,47
11824,2,40PRD,36
11825,1,20PRD,24
11826,1,40PRD,75
11827,2,60PRD,
11828,1,50PRD,220
11829,1,30PRD,50
11830,1,30PRD,140
11831,2,20PRD,50
11832,2,40PRD,100
11833,1,30PRD,120
11834,1,40PRD,540
11835,1,30PRD,480
11836,2,40PRD,370
11837,2,30PRD,240
11838,1,30PRD,55
11839,2,40PRD,500
11840,2,40PRD,16
11841,1,40PRD,510
11842,1,30PRD,87
11843,2,30PRD,240
11844,2,30PRD,390
11845,2,40PRD,500
11846,1,30PRD,79
11847,2,30PRD,150
11848,1,30PRD,590
11849,2,50PRD,220
11850,2,50PRD,590
11851,2,50PRD,400
11852,2,50PRD,55
11853,1,30PRD,380
11854,2,40PRD,340
11855,2,50PRD,240
11856,1,50PRD,100
11857,2,30PRD,16
11858,2,30PRD,620
11859,2,50PRD,580
11860,2,40PRD,12
11861,2,50PRD,130
11862,1,30PRD,47
11863,1,40PRD,62
11864,2,50PRD,160
11865,2,40PRD,540
11866,2,60PRD,160
11867,2,40PRD,87
11868,1,40PRD,340
11869,1,50PRD,34
11870,2,50PRD,90
11871,2,30PRD,180
11872,2,20PRD,10
11873,2,40PRD,550
11874,2,40PRD,28
11875,1,20PRD,520
11876,2,40PRD,150
11877,1,30PRD,480
11878,1,40PRD,37
11879,2,30PRD,
11880,1,30PRD,0
11881,2,20PRD,130
11882,2,20PRD,550
11883,2,40PRD,27
11884,2,20PRD,82
11885,1,20PRD,53
11886,2,30PRD,130
11887,2,20PRD,100
11888,2,20PRD,150
11889,1,60PRD,11
11890,2,60PRD,27
11891,1,30PRD,100
11892,1,50PRD,73
11893,1,20PRD,160
11894,2,30PRD,100
11895,2,30PRD,27
11896,2,20PRD,10
11897,1,30PRD,20
11898,2,60PRD,73
11899,1,20PRD,340
11900,1,30PRD,410
11901,1,50PRD,65
11902,1,20PRD,460
11903,1,30PRD,470
11904,2,30PRD,57
11905,1,20PRD,56
11906,2,30PRD,100
11907,2,60PRD,55
11908,1,30PRD,270
11909,2,50PRD,500
11910,2,30PRD,370
11911,2,20PRD,16
11912,2,30PRD,55
11913,2,50PRD,120
11914,2,20PRD,310
11915,2,30PRD,16
11916,1,30PRD,510
11917,2,30PRD,130
11918,1,50PRD,170
11919,1,20PRD,
11920,2,30PRD,280
11921,2,30PRD,
11922,2,30PRD,340
11923,2,30PRD,70
11924,2,40PRD,
11925,2,30PRD,50
11926,2,30PRD,180
11927,2,40PRD,270
11928,1,50PRD,160
11929,2,30PRD,20
11930,2,20PRD,120
11931,2,30PRD,160
11932,2,30PRD,470
11933,1,40PRD,10
11934,2,40PRD,310
11935,2,30PRD,100
11936,2,60PRD,200
11937,2,30PRD,10
11938,2,20PRD,10
11939,2,40PRD,410
11940,2,20PRD,13
11941,2,50PRD,630
11942,1,50PRD,100
11943,1,20PRD,440
11944,2,40PRD,53
11945,2,30PRD,210
11946,2,30PRD,100
11947,1,40PRD,70
11948,2,60PRD,60
11949,2,30PRD,
11950,2,20PRD,60
11951,2,50PRD,360
11952,2,30PRD,270
11953,1,20PRD,40
11954,1,30PRD,180
11955,1,20PRD,49
11956,2,20PRD,90
11957,2,40PRD,77
11958,2,30PRD,50
11959,2,20PRD,20
11960,2,30PRD,140
11961,1,50PRD,50
11962,2,50PRD,41
11963,2,20PRD,300
11964,2,40PRD,420
11965,2,20PRD,57
11966,2,40PRD,420
11967,2,30PRD,70
11968,2,30PRD,
11969,2,30PRD,420
11970,2,30PRD,610
11971,2,20PRD,
11972,1,40PRD,440
11973,2,50PRD,460
11974,2,30PRD,10
11975,1,40PRD,80
11976,2,20PRD,160
11977,1,30PRD,55
11978,1,60PRD,49
11979,2,20PRD,130
11980,2,20PRD,610
11981,2,50PRD,460
11982,2,20PRD,
11983,2,40PRD,180
11984,2,50PRD,110
11985,2,50PRD,460
11986,2,20PRD,210
11987,2,20PRD,510
11988,1,30PRD,100
11989,1,20PRD,150
11990,1,40PRD,11
11991,2,30PRD,50
11992,2,30PRD,11
11993,2,30PRD,480
11994,2,30PRD,210
11995,2,30PRD,140
11996,2,30PRD,520
11997,1,50PRD,540
11998,2,30PRD,80
11999,2,40PRD,55
12000,2,20PRD,77
12001,2,20PRD,10
12002,1,30PRD,630
12003,2,20PRD,470
12004,2,20PRD,440
12005,2,20PRD,520
12006,2,30PRD,160
12007,2,30PRD,150
12008,2,30PRD,260
12009,2,30PRD,
12010,1,30PRD,460
12011,2,30PRD,490
12012,2,40PRD,510
12013,2,20PRD,80
12014,1,30PRD,19
12015,1,40PRD,
12016,2,30PRD,17
12017,2,40PRD,55
12018,2,60PRD,76
12019,2,50PRD,240
12020,2,50PRD,10
12021,1,40PRD,73
12022,2,50PRD,60
12023,2,50PRD,50
12024,2,50PRD,55
12025,2,60PRD,590
12026,1,30PRD,
12027,1,20PRD,80
12028,2,40PRD,120
12029,1,30PRD,100
12030,2,30PRD,470
12031,1,50PRD,
12032,2,40PRD,55
12033,1,20PRD,76
12034,1,30PRD,16
12035,1,60PRD,630
12036,2,40PRD,150
12037,1,40PRD,220
12038,2,40PRD,500
12039,2,40PRD,37
12040,2,50PRD,470
12041,2,40PRD,10
12042,1,40PRD,470
12043,2,40PRD,11
12044,2,60PRD,440
12045,2,20PRD,87
12046,2,20PRD,620
12047,2,20PRD,110
12048,2,20PRD,17
12049,1,30PRD,16
12050,1,30PRD,490
12051,1,20PRD,36
12052,2,30PRD,280
12053,1,30PRD,55
12054,2,40PRD,580
12055,2,30PRD,270
12056,2,30PRD,72
12057,2,60PRD,37
12058,2,50PRD,100
12059,2,30PRD,
12060,1,30PRD,13
12061,1,40PRD,36
12062,2,20PRD,10
12063,2,50PRD,0
12064,2,30PRD,50
12065,2,30PRD,580
12066,2,40PRD,55
12067,1,20PRD,
12068,2,30PRD,520
12069,1,50PRD,10
12070,1,30PRD,480
12071,1,30PRD,80
12072,2,20PRD,150
12073,1,40PRD,630
12074,2,40PRD,550
12075,1,30PRD,75
12076,2,20PRD,480
12077,2,50PRD,51
12078,2,30PRD,470
12079,2,20PRD,480
12080,2,40PRD,55
12081,1,20PRD,10
12082,2,40PRD,160
12083,1,30PRD,380
12084,2,30PRD,33
12085,2,40PRD,620
12086,1,30PRD,58
12087,1,40PRD,400
12088,2,50PRD,440
12089,1,30PRD,570
12090,2,50PRD,16
12091,1,20PRD,340
12092,1,30PRD,39
12093,1,30PRD,620
12094,1,50PRD,120
12095,2,30PRD,540
12096,1,50PRD,55
12097,2,20PRD,140
12098,2,30PRD,130
12099,2,30PRD,320
12100,1,30PRD,60
12101,2,20PRD,220
12102,2,50PRD,490
12103,2,40PRD,62
12104,2,30PRD,50
12105,2,30PRD,55
12106,2,40PRD,510
12107,2,30PRD,170
12108,1,40PRD,10
12109,1,30PRD,360
12110,2,40PRD,66
12111,1,30PRD,500
12112,1,30PRD,470
12113,1,20PRD,490
12114,2,60PRD,210
12115,2,30PRD,42
12116,2,50PRD,540
12117,2,40PRD,27
12118,1,30PRD,410
12119,1,30PRD,150
12120,1,20PRD,57
12121,2,60PRD,56
12122,1,30PRD,160
12123,1,20PRD,37
12124,2,20PRD,55
12125,1,50PRD,620
12126,1,30PRD,150
12127,2,40PRD,130
12128,2,20PRD,
12129,2,30PRD,55
12130,2,30PRD,180
12131,1,40PRD,150
12132,1,50PRD,400
12133,2,40PRD,540
12134,1,40PRD,460
12135,2,30PRD,55
12136,1,40PRD,370
12137,2,30PRD,370
12138,2,50PRD,40
12139,1,40PRD,270
12140,1,30PRD,20
12141,2,30PRD,65
12142,2,60PRD,600
12143,2,50PRD,610
12144,2,30PRD,150
12145,1,30PRD,30
12146,1,30PRD,
12147,1,30PRD,77
12148,2,50PRD,130
12149,2,30PRD,630
12150,2,30PRD,490
12151,2,30PRD,400
12152,1,30PRD,
12153,2,40PRD,150
12154,1,50PRD,56
12155,1,50PRD,62
12156,2,40PRD,480
12157,2,30PRD,310
12158,1,30PRD,160
12159,1,20PRD,160
12160,2,20PRD,17
12161,1,30PRD,180
12162,2,40PRD,150
12163,1,30PRD,75
12164,2,20PRD,55
12165,1,20PRD,440
12166,1,30PRD,480
12167,2,20PRD,280
12168,1,30PRD,510
12169,2,50PRD,30
12170,1,30PRD,77
12171,2,40PRD,600
12172,2,30PRD,66
12173,2,30PRD,440
12174,2,40PRD,55
12175,2,60PRD,63
12176,1,40PRD,420
12177,2,20PRD,510
12178,2,50PRD,550
12179,2,20PRD,100
12180,1,30PRD,83
12181,2,40PRD,480
12182,2,40PRD,170
12183,2,30PRD,50
12184,1,50PRD,55
12185,2,50PRD,630
12186,1,60PRD,55
12187,1,50PRD,40
12188,1,40PRD,480
12189,2,30PRD,63
12190,2,50PRD,540
12191,1,60PRD,490
12192,1,30PRD,20
12193,2,30PRD,50
12194,1,40PRD,
4073,2,50PRD,420
4074,1,50PRD,79
4075,2,50PRD,55
4076,2,50PRD,
4077,1,50PRD,340
4078,1,50PRD,55
4079,1,50PRD,370
4080,2,50PRD,210
4081,2,50PRD,490
4082,2,50PRD,120
4083,1,50PRD,210
4084,2,50PRD,130
4085,2,50PRD,410
4086,2,50PRD,130
4087,1,50PRD,470
4088,2,50PRD,63
4089,2,50PRD,75
4090,1,50PRD,60
4091,1,50PRD,580
4092,1,50PRD,100
4093,2,50PRD,440
4094,2,50PRD,56
4095,1,50PRD,500
4096,1,50PRD,90
15361,2,30PRD,76
15362,1,30PRD,520
15363,1,40PRD,480
15364,2,30PRD,44
15365,1,40PRD,
15366,1,30PRD,
15367,2,30PRD,540
15368,2,50PRD,530
15369,1,30PRD,340
15370,2,50PRD,37
15371,1,50PRD,610
15372,2,30PRD,280
15373,2,20PRD,110
15374,1,30PRD,61
15375,1,50PRD,150
15376,1,30PRD,480
15377,1,50PRD,
15378,2,30PRD,210
15379,2,40PRD,130
15380,1,30PRD,400
15381,2,60PRD,250
15382,1,30PRD,53
15383,1,30PRD,
15384,2,20PRD,400
15385,2,20PRD,76
15386,1,30PRD,85
15387,1,40PRD,58
15388,1,20PRD,440
15389,2,30PRD,480
15390,1,30PRD,
15391,1,20PRD,56
15392,2,60PRD,12
15393,1,60PRD,25
15394,1,30PRD,540
15395,2,30PRD,76
15396,1,20PRD,
15397,2,20PRD,40
15398,2,50PRD,10
15399,2,30PRD,130
15400,1,50PRD,11
15401,2,50PRD,500
15402,2,30PRD,500
15403,2,50PRD,490
15404,2,20PRD,49
15405,2,50PRD,520
15406,1,20PRD,27
15407,2,20PRD,630
15408,1,40PRD,18
15409,1,50PRD,52
15410,2,30PRD,100
15411,1,30PRD,220
15412,1,50PRD,62
15413,2,40PRD,25
15414,2,40PRD,10
15415,2,50PRD,110
15416,2,30PRD,55
15417,1,30PRD,70
15418,2,30PRD,50
15419,1,20PRD,70
15420,1,50PRD,46
15421,2,40PRD,300
15422,2,30PRD,0
15423,2,40PRD,220
15424,1,30PRD,72
15425,2,40PRD,47
15426,1,20PRD,510
15427,2,30PRD,140
15428,1,30PRD,460
15429,1,50PRD,370
15430,1,40PRD,130
15431,1,30PRD,490
15432,2,50PRD,55
15433,1,20PRD,180
15434,1,30PRD,460
15435,2,30PRD,49
15436,2,40PRD,
15437,1,20PRD,500
15438,2,20PRD,270
15439,1,20PRD,510
15440,1,30PRD,440
15441,1,30PRD,52
15442,1,30PRD,500
15443,1,30PRD,470
15444,1,20PRD,25
15445,2,20PRD,540
15446,2,50PRD,55
15447,1,30PRD,130
15448,2,50PRD,460
15449,2,40PRD,270
15450,1,30PRD,79
15451,1,50PRD,170
15452,1,20PRD,420
15453,2,50PRD,130
15454,2,20PRD,66
15455,1,30PRD,520
15456,2,30PRD,33
15457,1,40PRD,67
15458,1,30PRD,49
15459,1,50PRD,340
15460,1,30PRD,100
15461,2,30PRD,30
15462,2,40PRD,480
15463,1,60PRD,100
15464,1,30PRD,220
15465,1,30PRD,470
15466,1,30PRD,75
15467,1,20PRD,470
15468,2,60PRD,240
15469,2,50PRD,55
15470,1,30PRD,46
15471,2,50PRD,460
15472,2,20PRD,440
15473,1,30PRD,550
15474,2,60PRD,470
15475,2,20PRD,
15476,2,30PRD,28
15477,1,30PRD,210
15478,1,40PRD,140
15479,2,30PRD,150
15480,2,50PRD,14
15481,2,50PRD,88
15482,2,20PRD,310
15483,1,40PRD,52
15484,1,40PRD,66
15485,2,20PRD,480
15486,2,50PRD,77
15487,2,20PRD,210
15488,1,20PRD,340
15489,2,40PRD,40
15490,2,40PRD,220
15491,2,30PRD,63
15492,1,40PRD,25
15493,1,20PRD,490
15494,2,30PRD,45
15495,1,20PRD,110
15496,2,40PRD,77
15497,2,20PRD,610
15498,2,20PRD,88
15499,1,50PRD,56
15500,2,40PRD,100
15501,1,40PRD,610
15502,1,30PRD,69
15503,1,30PRD,320
15504,2,20PRD,490
15505,1,30PRD,52
15506,1,30PRD,480
15507,1,50PRD,540
15508,1,60PRD,480
15509,2,40PRD,520
15510,2,50PRD,75
15511,2,30PRD,55
15512,1,20PRD,
15513,2,40PRD,150
15514,2,40PRD,100
15515,1,20PRD,16
15516,2,40PRD,300
15517,2,40PRD,66
15518,1,30PRD,320
15519,1,30PRD,55
15520,2,20PRD,500
15521,2,40PRD,24
15522,1,30PRD,470
15523,1,30PRD,100
15524,1,30PRD,88
15525,1,30PRD,80
15526,2,50PRD,600
15527,1,20PRD,150
15528,2,50PRD,74
15529,2,50PRD,140
15530,2,20PRD,47
15531,1,20PRD,13
15532,1,50PRD,170
15533,1,50PRD,400
15534,2,30PRD,
15535,2,30PRD,77
15536,2,20PRD,470
15537,2,60PRD,460
15538,1,30PRD,300
15539,1,30PRD,14
15540,2,20PRD,
15541,1,40PRD,100
15542,1,30PRD,58
15543,1,20PRD,400
15544,2,20PRD,480
15545,2,30PRD,420
15546,2,20PRD,72
15547,2,30PRD,510
15548,1,30PRD,410
15549,2,20PRD,55
15550,1,40PRD,380
15551,2,20PRD,370
15552,2,20PRD,10
15553,1,30PRD,20
15554,2,60PRD,140
15555,2,20PRD,130
15556,2,20PRD,
15557,1,30PRD,61
15558,2,40PRD,260
15559,2,20PRD,57
15560,2,20PRD,340
15561,2,60PRD,420
15562,1,30PRD,140
15563,2,40PRD,110
15564,2,30PRD,280
15565,1,40PRD,90
15566,1,30PRD,55
15567,1,40PRD,49
15568,2,40PRD,
15569,1,30PRD,58
15570,1,60PRD,
13432,1,40PRD,100
13433,2,20PRD,480
13434,2,40PRD,
13435,2,60PRD,520
13436,1,30PRD,160
13437,1,20PRD,69
13438,1,20PRD,140
13439,2,50PRD,360
13440,2,30PRD,170
13441,2,20PRD,460
13442,2,30PRD,60
13443,1,50PRD,150
13444,2,30PRD,480
13445,2,50PRD,56
13446,2,20PRD,58
13447,1,60PRD,
13448,1,40PRD,77
13449,2,30PRD,44
13450,2,60PRD,510
13451,1,30PRD,55
13452,1,40PRD,47
13453,1,50PRD,480
13454,1,20PRD,33
13455,1,30PRD,
13456,1,20PRD,74
13457,2,20PRD,100
13458,2,40PRD,27
13459,1,30PRD,39
13460,2,30PRD,210
13461,1,40PRD,420
13462,1,20PRD,
13463,2,20PRD,130
13464,2,50PRD,130
13465,2,40PRD,80
13466,1,30PRD,
13467,2,20PRD,460
13468,1,30PRD,
13469,2,50PRD,300
13470,2,50PRD,160
13471,2,60PRD,630
13472,2,30PRD,11
13473,2,30PRD,540
13474,2,60PRD,160
13475,2,40PRD,160
13476,2,40PRD,180
13477,1,30PRD,49
13478,1,50PRD,79
13479,2,30PRD,300
13480,2,30PRD,180
13481,1,20PRD,30
13482,1,20PRD,
13483,2,30PRD,440
13484,1,40PRD,0
13485,1,30PRD,45
13486,1,30PRD,40
13487,1,30PRD,55
13488,2,20PRD,210
13489,1,60PRD,
13490,2,40PRD,20
13491,2,30PRD,480
13492,2,20PRD,160
13493,2,40PRD,52
13494,1,30PRD,40
13495,2,30PRD,50
13496,2,20PRD,37
13497,2,20PRD,60
13498,1,30PRD,470
13499,2,30PRD,43
13500,2,50PRD,500
13501,2,60PRD,620
13502,2,20PRD,82
13503,1,30PRD,120
13504,2,50PRD,
13505,2,20PRD,100
13506,1,60PRD,65
13507,2,40PRD,160
13508,2,30PRD,45
13509,2,40PRD,27
13510,2,40PRD,530
13511,2,30PRD,55
13512,1,60PRD,
13513,2,30PRD,170
13514,1,50PRD,320
13515,2,40PRD,27
13516,2,20PRD,310
13517,2,30PRD,440
13518,2,30PRD,610
13519,1,30PRD,62
13520,1,30PRD,280
13521,1,30PRD,79
13522,1,40PRD,100
13523,1,30PRD,87
13524,2,50PRD,50
13525,2,40PRD,340
13526,2,40PRD,420
13527,1,60PRD,540
13528,1,50PRD,220
13529,1,30PRD,87
13530,1,40PRD,
13531,1,60PRD,56
13532,1,50PRD,55
13533,2,50PRD,100
13534,1,50PRD,160
13535,1,30PRD,
13536,1,40PRD,630
13537,1,30PRD,58
13538,2,50PRD,36
13539,2,30PRD,40
13540,2,50PRD,420
13541,1,30PRD,100
13542,1,20PRD,
13543,1,50PRD,65
13544,2,60PRD,160
13545,2,40PRD,110
13546,1,20PRD,
13547,2,30PRD,420
13548,2,30PRD,460
13549,1,30PRD,14
13550,1,30PRD,310
13551,2,40PRD,0
13552,1,40PRD,150
13553,2,30PRD,110
13554,2,20PRD,160
13555,2,20PRD,62
13556,1,50PRD,40
13557,2,20PRD,460
13558,1,30PRD,62
13559,2,40PRD,70
13560,1,30PRD,480
13561,1,60PRD,37
13562,1,30PRD,210
13563,1,30PRD,55
13564,1,30PRD,56
13565,1,60PRD,150
13566,1,50PRD,85
13567,1,40PRD,490
13568,1,30PRD,45
13569,1,50PRD,210
13570,1,40PRD,220
13571,1,30PRD,610
13572,2,60PRD,140
13573,1,40PRD,460
13574,2,30PRD,40
13575,2,20PRD,160
13576,1,30PRD,460
13577,2,40PRD,180
13578,1,30PRD,620
13579,2,20PRD,50
13580,2,30PRD,280
13581,1,20PRD,480
13582,2,40PRD,
13583,2,30PRD,21
13584,1,30PRD,460
13585,1,30PRD,87
13586,2,30PRD,120
13587,2,20PRD,50
13588,1,30PRD,87
13589,2,30PRD,100
13590,2,40PRD,30
13591,1,30PRD,120
13592,2,30PRD,110
13593,2,40PRD,80
13594,2,50PRD,140
13595,1,30PRD,440
13596,1,40PRD,180
13597,2,30PRD,470
13598,2,60PRD,30
13599,2,30PRD,210
13600,1,40PRD,500
9433,2,30PRD,470
9434,1,30PRD,160
9435,2,50PRD,510
9436,2,60PRD,110
9437,2,20PRD,130
9438,2,60PRD,49
9439,1,40PRD,260
9440,1,50PRD,49
9441,2,40PRD,420
9442,2,30PRD,80
9443,2,50PRD,130
9444,1,30PRD,140
9445,2,20PRD,22
9446,2,40PRD,510
9447,2,40PRD,500
9448,2,40PRD,130
9449,2,40PRD,140
9450,1,30PRD,80
9451,2,30PRD,40
9452,2,40PRD,540
9453,2,40PRD,33
9454,2,40PRD,86
9455,1,50PRD,440
9456,1,50PRD,530
9457,2,50PRD,280
9458,2,30PRD,66
9459,1,30PRD,610
9460,1,40PRD,
9461,2,40PRD,170
9462,1,30PRD,420
9463,1,30PRD,510
9464,1,60PRD,16
9465,1,60PRD,55
9466,2,50PRD,140
9467,2,40PRD,620
9468,2,60PRD,25
9469,2,20PRD,340
9470,2,30PRD,53
9471,2,50PRD,300
9472,2,50PRD,510
9473,2,30PRD,540
9474,1,30PRD,55
9475,1,30PRD,80
9476,2,30PRD,210
9477,1,40PRD,100
9478,2,50PRD,530
9479,2,60PRD,470
9480,1,30PRD,0
9481,2,40PRD,530
9482,2,60PRD,56
9483,2,50PRD,72
9484,1,30PRD,360
9485,2,50PRD,56
9486,2,40PRD,390
9487,2,30PRD,56
9488,2,60PRD,160
9489,2,50PRD,210
9490,2,40PRD,570
9491,1,30PRD,46
9492,2,30PRD,610
9493,2,30PRD,370
9494,2,50PRD,570
9495,2,30PRD,90
9496,2,60PRD,100
9497,1,30PRD,100
