SEQ,GENDER,AGE_PRD,HOM_PST_NO
08937,1,30PRD,340
08938,2,60PRD,150
08939,2,40PRD,510
08940,2,40PRD,270
08941,2,30PRD,055
08942,2,50PRD,055
08943,2,40PRD,140
08944,1,60PRD,040
08945,2,30PRD,170
08946,1,40PRD,510
08947,2,50PRD,610
08948,2,40PRD,520
08949,2,30PRD,077
08950,2,40PRD,060
08951,2,30PRD,045
08952,1,50PRD,072
08953,2,30PRD,500
08954,1,20PRD,052
08955,2,50PRD,055
08956,2,30PRD,080
08957,2,30PRD,510
08958,2,50PRD,
08959,2,60PRD,390
08960,2,50PRD,049
08961,2,50PRD,150
08962,2,60PRD,140
08963,2,40PRD,
08964,1,30PRD,000
08965,1,60PRD,180
08966,2,50PRD,055
08967,1,40PRD,500
08968,2,50PRD,110
08969,2,40PRD,140
08970,2,40PRD,087
08971,2,50PRD,027
08972,2,30PRD,550
08973,2,30PRD,000
08974,2,40PRD,280
08975,2,30PRD,410
08976,2,30PRD,090
08977,2,50PRD,130
08978,2,40PRD,210
08979,2,60PRD,085
08980,2,60PRD,420
08981,2,40PRD,042
08982,2,40PRD,160
08983,2,20PRD,460
08984,2,30PRD,280
08985,1,40PRD,087
08986,1,40PRD,056
08987,2,60PRD,160
08988,1,40PRD,510
08989,2,50PRD,065
08990,1,60PRD,000
08991,2,50PRD,047
08992,2,30PRD,160
08993,2,40PRD,490
08994,2,50PRD,510
08995,2,50PRD,110
08996,2,30PRD,063
08997,2,30PRD,120
08998,2,40PRD,100
08999,2,30PRD,280
09000,2,30PRD,060
09001,2,40PRD,055
09002,2,50PRD,510
09003,2,40PRD,310
09004,2,50PRD,030
09005,2,50PRD,073
09006,2,40PRD,
09007,1,30PRD,090
09008,2,60PRD,
09009,2,30PRD,049
09010,2,30PRD,056
09011,2,50PRD,051
09012,2,30PRD,053
09013,2,30PRD,055
09014,1,40PRD,062
09015,2,30PRD,580
09016,2,30PRD,480
09017,2,50PRD,017
09018,1,50PRD,100
09019,2,50PRD,110
09020,2,50PRD,210
09021,2,30PRD,530
09022,2,30PRD,010
09023,2,40PRD,062
09024,2,40PRD,310
09025,2,40PRD,270
09026,2,40PRD,590
09027,2,50PRD,270
09028,2,30PRD,130
09029,2,30PRD,
09030,1,30PRD,120
09031,2,30PRD,480
09032,2,50PRD,055
09033,2,60PRD,013
09034,2,50PRD,
09035,2,50PRD,
09036,2,50PRD,260
09037,1,50PRD,140
09038,2,40PRD,055
09039,1,40PRD,370
09040,2,40PRD,055
09041,1,30PRD,130
09042,2,30PRD,430
09043,2,40PRD,065
09044,2,40PRD,033
09045,2,40PRD,040
09046,2,50PRD,480
09047,1,20PRD,460
09048,2,40PRD,460
09049,2,50PRD,085
09050,2,30PRD,150
09051,2,60PRD,300
09052,2,40PRD,080
09053,2,60PRD,055
09054,2,60PRD,150
09055,2,40PRD,130
09056,2,50PRD,072
09057,2,30PRD,056
09058,2,40PRD,260
09059,2,30PRD,530
09060,2,30PRD,270
09061,2,30PRD,160
09062,2,50PRD,210
09063,2,50PRD,055
09064,2,40PRD,250
09065,2,50PRD,040
09066,2,50PRD,500
09067,1,60PRD,210
09068,2,50PRD,460
09069,2,40PRD,051
09070,1,40PRD,120
09071,1,60PRD,260
09072,2,50PRD,070
09073,2,40PRD,087
09074,2,20PRD,210
09075,1,30PRD,110
09076,2,30PRD,017
09077,2,40PRD,041
09078,1,20PRD,340
09079,1,60PRD,500
09080,2,40PRD,600
09081,2,40PRD,058
09082,2,30PRD,
09083,2,50PRD,056
09084,2,50PRD,510
09085,2,50PRD,060
09086,2,30PRD,052
09087,2,50PRD,130
09088,2,30PRD,062
09089,2,40PRD,055
09090,2,30PRD,460
09091,1,40PRD,
09092,2,30PRD,042
09093,2,50PRD,083
09094,1,40PRD,100
09095,2,30PRD,270
09096,2,30PRD,620
09097,2,20PRD,110
09098,1,50PRD,100
08144,2,30PRD,180
08145,2,30PRD,130
08146,1,30PRD,
08147,1,30PRD,300
08148,2,30PRD,074
08149,2,30PRD,130
08150,2,30PRD,130
08151,2,30PRD,460
08152,2,30PRD,470
08153,2,30PRD,100
08154,2,30PRD,055
08155,1,30PRD,057
08156,2,30PRD,210
08157,2,30PRD,480
08158,2,30PRD,100
08159,1,30PRD,210
08160,1,30PRD,540
08161,1,30PRD,420
08162,2,30PRD,440
08163,2,30PRD,470
08164,2,30PRD,490
08165,2,30PRD,020
08166,2,30PRD,055
08167,1,30PRD,
08168,2,30PRD,044
08169,1,30PRD,045
08170,2,30PRD,420
08171,2,30PRD,500
08172,2,30PRD,150
08173,2,30PRD,055
08174,2,30PRD,076
08175,2,30PRD,058
08176,2,30PRD,480
08177,2,30PRD,069
08178,2,30PRD,540
08179,1,30PRD,080
08180,2,30PRD,043
08181,1,30PRD,300
08182,2,30PRD,
08183,2,30PRD,220
08184,2,30PRD,080
08185,2,30PRD,460
08186,2,30PRD,051
08187,1,30PRD,620
08188,2,30PRD,075
08189,1,30PRD,055
08190,2,30PRD,510
08191,2,30PRD,150
08192,2,30PRD,170
09217,1,30PRD,120
09218,2,50PRD,057
09219,2,30PRD,580
09220,1,30PRD,
09221,2,30PRD,300
09222,2,30PRD,210
09223,1,60PRD,055
09224,2,50PRD,
09225,2,20PRD,028
09226,2,20PRD,100
09227,2,30PRD,410
09228,2,30PRD,055
09229,2,50PRD,055
09230,2,50PRD,067
09231,2,20PRD,043
09232,2,50PRD,460
09233,2,30PRD,
09234,2,30PRD,110
09235,1,30PRD,065
09236,2,50PRD,500
09237,2,20PRD,210
09238,1,40PRD,087
09239,2,30PRD,520
09240,2,30PRD,000
09241,1,40PRD,055
09242,2,40PRD,150
09243,2,30PRD,100
09244,1,40PRD,470
09245,2,30PRD,580
09246,2,30PRD,055
09247,2,20PRD,510
09248,2,30PRD,120
09249,2,30PRD,160
09250,1,60PRD,400
09251,2,30PRD,510
09252,2,40PRD,500
09253,2,20PRD,033
09254,2,50PRD,590
09255,2,40PRD,040
09256,1,30PRD,036
09257,1,20PRD,066
09258,2,50PRD,000
09259,2,50PRD,056
09260,2,40PRD,340
09261,2,20PRD,100
09262,2,40PRD,062
09263,2,40PRD,
09264,1,30PRD,170
09265,2,40PRD,080
09266,2,30PRD,140
09267,2,60PRD,120
09268,2,30PRD,390
09269,2,60PRD,340
09270,2,40PRD,110
09271,2,30PRD,055
09272,2,50PRD,100
09273,2,40PRD,580
09274,2,30PRD,016
09275,1,40PRD,040
09276,2,60PRD,090
09277,2,50PRD,090
09278,1,30PRD,072
09279,2,30PRD,170
09280,2,30PRD,000
09281,2,40PRD,530
09282,2,40PRD,034
09283,1,40PRD,065
09284,2,40PRD,027
09285,1,30PRD,
09286,2,30PRD,075
09287,2,60PRD,080
09288,1,40PRD,055
09289,2,30PRD,590
09290,2,50PRD,017
09291,1,30PRD,390
09292,2,20PRD,300
09293,2,40PRD,200
09294,2,40PRD,031
09295,1,20PRD,020
09296,2,30PRD,083
09297,2,40PRD,100
09298,2,40PRD,100
09299,2,50PRD,280
09300,2,30PRD,440
09301,2,60PRD,055
09302,2,40PRD,110
09303,1,30PRD,130
09304,1,50PRD,100
09305,2,30PRD,160
09306,2,30PRD,480
09307,1,50PRD,580
09308,1,50PRD,460
09309,2,20PRD,270
09310,2,30PRD,072
09311,1,30PRD,063
09312,2,40PRD,620
08244,2,30PRD,010
08245,2,30PRD,076
08246,2,30PRD,460
08247,2,30PRD,075
08248,1,30PRD,310
08249,1,30PRD,120
08250,1,30PRD,027
08251,2,30PRD,056
08252,2,30PRD,049
08253,2,30PRD,600
08254,2,30PRD,057
08255,2,30PRD,510
08256,1,30PRD,077
08257,2,30PRD,150
08258,2,30PRD,130
08259,2,30PRD,056
08260,1,30PRD,
08261,2,30PRD,460
08262,2,30PRD,
08263,2,30PRD,049
08264,2,30PRD,110
08265,2,30PRD,057
08266,2,30PRD,170
08267,2,30PRD,460
08268,2,30PRD,490
08269,1,30PRD,075
08270,2,30PRD,160
08271,2,30PRD,120
08272,2,30PRD,100
08273,2,30PRD,085
08274,2,30PRD,061
08275,2,30PRD,061
08276,2,30PRD,160
08277,2,30PRD,460
08278,2,30PRD,270
08279,2,30PRD,480
08280,2,30PRD,056
08281,1,30PRD,420
08282,2,30PRD,140
08283,2,30PRD,087
08284,2,30PRD,055
08285,2,30PRD,100
08286,2,30PRD,510
08287,2,30PRD,530
08288,1,30PRD,480
08289,2,30PRD,
08290,1,30PRD,039
11474,1,30PRD,045
11475,1,30PRD,530
11476,2,30PRD,630
11477,1,60PRD,044
11478,1,30PRD,100
11479,2,30PRD,055
11480,2,30PRD,220
11481,2,30PRD,510
11482,1,40PRD,340
11483,1,50PRD,
11484,1,50PRD,050
11485,2,40PRD,390
11486,1,30PRD,045
11487,1,60PRD,460
11488,1,50PRD,087
11489,2,20PRD,510
11490,1,20PRD,440
11491,2,20PRD,420
11492,1,50PRD,050
11493,2,50PRD,410
11494,2,30PRD,470
11495,1,30PRD,330
11496,2,50PRD,087
11497,2,30PRD,019
11498,2,50PRD,140
11499,2,40PRD,510
11500,1,40PRD,460
11501,2,20PRD,050
11502,2,40PRD,420
11503,1,50PRD,160
11504,1,40PRD,540
11505,2,50PRD,370
11506,2,50PRD,070
11507,2,30PRD,360
11508,1,20PRD,420
11509,2,50PRD,100
11510,2,40PRD,570
11511,2,20PRD,076
11512,2,30PRD,390
11513,2,50PRD,037
11514,2,30PRD,380
11515,2,30PRD,420
11516,1,20PRD,058
11517,1,40PRD,120
11518,2,30PRD,100
11519,1,30PRD,440
11520,2,30PRD,056
11521,1,30PRD,100
11522,2,30PRD,058
11523,2,50PRD,470
11524,2,40PRD,055
11525,2,20PRD,061
11526,1,30PRD,270
11527,1,20PRD,087
11528,1,30PRD,100
11529,1,30PRD,130
11530,1,20PRD,024
11531,1,60PRD,
11532,2,30PRD,160
11533,2,30PRD,220
11534,2,30PRD,440
11535,2,20PRD,010
11536,2,30PRD,340
11537,1,40PRD,250
11538,1,20PRD,210
11539,2,30PRD,011
11540,1,60PRD,076
11541,1,50PRD,055
11542,2,40PRD,310
11543,2,40PRD,310
11544,1,40PRD,130
11545,2,30PRD,210
11546,1,30PRD,600
11547,1,30PRD,310
11548,2,30PRD,570
11549,2,50PRD,550
11550,2,30PRD,210
11551,2,40PRD,210
11552,2,40PRD,041
11553,2,40PRD,056
11554,2,40PRD,510
11555,2,40PRD,390
11556,1,20PRD,062
11557,2,30PRD,043
11558,2,40PRD,210
11559,1,40PRD,
11560,2,20PRD,280
11561,1,30PRD,130
11562,2,30PRD,
11563,1,40PRD,027
11564,2,50PRD,010
11565,2,40PRD,160
11566,2,30PRD,080
11567,2,50PRD,270
11568,1,60PRD,
11569,1,60PRD,062
11570,1,60PRD,062
11571,1,60PRD,140
11572,1,60PRD,510
11573,1,60PRD,
11574,1,60PRD,055
11575,1,60PRD,055
11576,1,60PRD,560
11577,1,50PRD,150
11578,1,50PRD,083
11579,2,50PRD,056
11580,1,50PRD,470
11581,1,60PRD,025
11582,1,50PRD,120
11583,1,60PRD,053
11584,1,60PRD,100
11585,1,50PRD,045
11586,1,50PRD,320
11587,1,60PRD,080
11588,1,60PRD,058
11589,1,50PRD,160
11590,1,60PRD,160
11591,1,50PRD,100
11592,1,50PRD,055
11593,1,50PRD,043
11594,1,50PRD,056
11595,1,50PRD,060
07434,1,30PRD,150
07435,1,30PRD,470
07436,2,30PRD,100
07437,2,30PRD,180
07438,2,30PRD,047
07439,1,30PRD,
07440,2,30PRD,069
07441,1,30PRD,020
07442,2,30PRD,050
07443,2,30PRD,000
07444,1,30PRD,400
07445,2,30PRD,600
07446,1,30PRD,079
07447,1,30PRD,060
07448,1,30PRD,020
07449,2,30PRD,100
07450,2,30PRD,075
07451,2,30PRD,058
07452,2,30PRD,083
07453,2,30PRD,017
07454,2,30PRD,140
07455,1,30PRD,076
07456,1,30PRD,010
07457,2,30PRD,480
09505,2,20PRD,067
09506,1,30PRD,540
09507,2,50PRD,470
09508,2,20PRD,520
09509,2,20PRD,500
09510,1,40PRD,130
09511,2,50PRD,310
09512,1,50PRD,510
09513,1,40PRD,082
09514,1,30PRD,140
09515,1,30PRD,490
09516,2,50PRD,100
09517,2,30PRD,024
09518,1,50PRD,058
09519,2,60PRD,080
09520,2,40PRD,510
09521,2,50PRD,055
09522,1,40PRD,180
09523,2,30PRD,069
09524,2,30PRD,037
09525,1,40PRD,055
09526,2,60PRD,054
09527,2,40PRD,540
09528,1,30PRD,210
09529,1,30PRD,100
09530,2,50PRD,130
09531,1,40PRD,030
09532,1,40PRD,390
09533,1,30PRD,100
09534,1,40PRD,160
09535,1,30PRD,480
09536,2,40PRD,066
09537,2,50PRD,580
09538,1,40PRD,210
09539,2,20PRD,
09540,2,30PRD,
09541,1,30PRD,043
09542,2,40PRD,520
09543,2,30PRD,055
09544,2,30PRD,210
09545,2,60PRD,100
09546,1,60PRD,076
09547,2,40PRD,014
09548,2,30PRD,400
09549,1,40PRD,
09550,2,40PRD,083
09551,2,50PRD,160
09552,1,30PRD,120
09553,2,30PRD,082
09554,2,40PRD,220
09555,2,30PRD,090
09556,2,30PRD,270
09557,1,20PRD,150
09558,1,30PRD,160
09559,2,30PRD,025
09560,2,40PRD,480
09561,1,30PRD,074
09562,1,60PRD,210
09563,2,60PRD,160
09564,2,60PRD,050
09565,1,20PRD,470
09566,2,40PRD,480
09567,2,60PRD,100
09568,2,30PRD,540
09569,2,30PRD,610
09570,1,50PRD,100
09571,2,30PRD,051
09572,2,60PRD,083
09573,2,60PRD,530
09574,2,30PRD,540
09575,2,30PRD,033
09576,2,20PRD,017
09577,1,30PRD,150
09578,1,50PRD,310
09579,1,50PRD,110
09580,2,50PRD,028
09581,2,40PRD,390
09582,2,30PRD,210
09583,1,50PRD,400
09584,2,40PRD,580
09585,2,40PRD,490
09586,2,30PRD,010
09587,2,40PRD,033
09588,2,40PRD,066
09589,1,30PRD,480
09590,2,30PRD,500
09591,2,50PRD,055
09592,2,20PRD,082
09593,2,40PRD,110
09594,2,50PRD,056
09595,1,60PRD,043
09596,2,30PRD,340
09597,2,50PRD,017
09598,1,30PRD,500
09599,2,40PRD,210
09600,2,40PRD,460
09601,1,30PRD,073
09602,1,50PRD,075
09603,2,30PRD,500
09604,2,50PRD,018
09605,2,50PRD,017
09606,2,40PRD,130
09607,2,60PRD,100
09608,2,40PRD,100
09609,2,30PRD,043
09610,2,50PRD,200
09611,2,50PRD,050
09612,2,50PRD,017
09613,1,50PRD,072
09614,1,30PRD,160
09615,2,20PRD,000
09616,1,40PRD,016
09617,2,50PRD,033
09618,2,40PRD,180
09619,1,60PRD,055
09620,2,40PRD,160
09621,2,60PRD,056
09622,2,40PRD,220
09623,1,20PRD,080
09624,1,30PRD,160
09625,2,40PRD,280
09626,2,50PRD,052
09627,2,40PRD,460
09628,1,40PRD,220
09629,1,50PRD,
09630,2,20PRD,490
09631,2,30PRD,210
09632,2,40PRD,100
09633,2,40PRD,045
09634,2,40PRD,055
09635,1,40PRD,062
09636,2,20PRD,027
09637,2,30PRD,310
09638,2,40PRD,210
09639,1,40PRD,080
09640,2,50PRD,130
09641,2,40PRD,140
09642,2,30PRD,077
09643,2,50PRD,540
09644,2,30PRD,360
09645,2,50PRD,039
09646,1,30PRD,410
09647,2,40PRD,590
09648,2,60PRD,260
09649,1,30PRD,440
09650,1,30PRD,
09651,2,30PRD,055
09652,2,30PRD,500
09653,2,20PRD,440
09654,1,20PRD,055
09655,2,50PRD,140
09656,2,50PRD,083
09657,2,50PRD,400
09658,1,30PRD,320
09659,2,20PRD,090
09660,2,30PRD,170
09661,2,30PRD,056
09662,1,20PRD,050
09663,1,40PRD,460
09664,1,60PRD,530
09665,1,30PRD,590
09666,2,30PRD,069
09667,2,40PRD,210
09668,2,50PRD,011
09669,1,30PRD,480
09670,2,30PRD,063
09671,1,40PRD,260
09672,1,30PRD,270
09673,1,40PRD,510
09674,2,50PRD,110
09675,2,60PRD,310
09676,2,30PRD,460
09677,2,40PRD,058
09678,2,30PRD,000
09679,1,30PRD,510
09680,2,40PRD,055
09681,2,30PRD,440
09682,2,30PRD,
09683,2,60PRD,540
09684,2,40PRD,
09685,2,30PRD,480
09686,1,40PRD,360
09687,2,30PRD,055
09688,2,20PRD,470
09689,2,30PRD,580
09690,1,30PRD,043
09691,2,40PRD,220
09692,2,20PRD,070
09693,1,50PRD,050
09694,2,40PRD,150
09695,1,50PRD,310
09696,2,50PRD,110
09697,2,20PRD,170
09698,2,50PRD,100
09699,1,40PRD,130
09700,2,40PRD,055
09701,2,50PRD,100
09702,2,20PRD,470
09703,2,50PRD,310
09704,2,50PRD,310
09705,2,50PRD,000
09706,2,30PRD,500
09707,2,50PRD,033
09708,1,20PRD,460
09709,1,40PRD,014
09710,2,40PRD,100
09711,2,40PRD,320
09712,1,40PRD,055
09713,2,30PRD,540
09714,1,30PRD,610
09715,2,30PRD,310
09716,2,40PRD,100
09717,1,30PRD,140
09718,2,50PRD,440
09719,2,50PRD,088
09720,2,30PRD,034
09721,1,30PRD,012
09722,2,40PRD,390
09723,1,30PRD,080
09724,2,40PRD,300
09725,2,40PRD,600
09726,2,40PRD,200
09727,2,30PRD,540
09728,2,30PRD,280
09729,2,60PRD,310
09730,2,50PRD,510
09731,2,30PRD,160
09732,1,60PRD,460
09733,1,30PRD,400
09734,1,30PRD,630
09735,2,50PRD,100
09736,2,50PRD,310
09737,1,30PRD,610
09738,1,40PRD,
09739,1,20PRD,014
09740,2,40PRD,086
09741,2,20PRD,510
09742,2,60PRD,210
09743,2,40PRD,460
09744,2,20PRD,510
09745,1,40PRD,047
09746,1,40PRD,460
09747,1,40PRD,140
09748,2,40PRD,018
09749,2,50PRD,160
09750,2,50PRD,480
09751,1,30PRD,220
09752,2,40PRD,610
09753,1,50PRD,082
09754,1,40PRD,440
09755,2,30PRD,070
09756,2,30PRD,056
09757,2,40PRD,
09758,2,30PRD,100
09759,1,40PRD,110
09760,2,40PRD,460
09761,1,30PRD,060
09762,2,50PRD,027
09763,2,40PRD,210
09764,2,50PRD,090
09765,2,40PRD,600
09766,1,60PRD,160
09767,2,60PRD,044
09768,2,20PRD,280
09769,1,50PRD,340
09770,2,30PRD,024
09771,2,60PRD,090
09772,2,40PRD,080
09773,2,30PRD,130
09774,2,40PRD,210
09775,2,40PRD,490
09776,2,50PRD,025
09777,1,40PRD,140
09778,1,50PRD,200
09779,1,50PRD,470
09780,1,30PRD,170
09781,2,30PRD,420
09782,2,30PRD,310
09783,1,30PRD,530
09784,2,30PRD,057
09785,2,20PRD,500
09786,2,30PRD,056
09787,1,50PRD,083
09788,2,50PRD,069
09789,2,40PRD,460
09790,2,50PRD,110
09791,2,40PRD,350
09792,1,50PRD,079
09793,1,50PRD,
09794,1,30PRD,073
09795,2,50PRD,016
09796,1,50PRD,057
09797,1,50PRD,470
09798,1,30PRD,470
09799,2,50PRD,090
09800,2,40PRD,590
09801,2,50PRD,500
09802,2,30PRD,380
09803,2,40PRD,480
09804,2,50PRD,400
09805,2,30PRD,510
09806,1,30PRD,018
09807,2,50PRD,055
09808,1,40PRD,150
09809,1,40PRD,100
09810,2,50PRD,045
09811,1,30PRD,410
09812,2,30PRD,580
09813,2,40PRD,017
09814,2,60PRD,100
09815,2,50PRD,065
09816,2,30PRD,610
09817,1,30PRD,013
09818,2,50PRD,055
09819,1,40PRD,390
09820,1,50PRD,490
09821,2,60PRD,056
09822,1,30PRD,055
09823,1,40PRD,350
09824,2,50PRD,180
09825,1,30PRD,460
09826,2,30PRD,062
09827,1,40PRD,420
09828,2,50PRD,570
09829,2,60PRD,052
09830,1,50PRD,
09831,2,60PRD,540
09832,1,40PRD,010
09833,2,40PRD,000
09834,2,50PRD,063
09835,1,50PRD,130
09836,2,40PRD,440
09837,2,40PRD,056
09838,2,50PRD,070
09839,1,40PRD,077
09840,1,60PRD,040
09841,2,50PRD,590
09842,2,30PRD,160
09843,2,50PRD,063
09844,2,50PRD,470
09845,2,30PRD,400
09846,1,20PRD,057
09847,2,50PRD,160
09848,2,40PRD,043
09849,1,30PRD,280
09850,2,20PRD,040
09851,2,50PRD,079
09852,2,40PRD,080
09853,2,20PRD,016
09854,1,30PRD,062
09855,1,40PRD,460
09856,1,60PRD,080
09857,2,30PRD,300
09858,2,20PRD,013
09859,2,40PRD,110
09860,2,50PRD,
09861,2,40PRD,012
09862,2,30PRD,590
09863,2,50PRD,057
09864,1,30PRD,082
09865,2,60PRD,470
09866,2,40PRD,
09867,2,30PRD,130
09868,1,40PRD,030
09869,1,30PRD,130
09870,2,60PRD,050
09871,1,30PRD,100
09872,2,50PRD,100
09873,1,40PRD,014
09874,2,60PRD,110
09875,2,30PRD,590
09876,2,50PRD,460
09877,2,30PRD,170
09878,1,60PRD,350
09879,2,50PRD,310
09880,2,40PRD,100
09881,2,50PRD,055
09882,1,30PRD,530
09883,2,50PRD,082
09884,2,60PRD,055
09885,2,50PRD,270
09886,1,40PRD,058
09887,2,40PRD,160
09888,1,50PRD,025
09889,1,40PRD,
09890,2,40PRD,280
09891,2,30PRD,110
09892,2,50PRD,056
09893,2,30PRD,100
09894,2,20PRD,150
09895,2,40PRD,140
09896,2,60PRD,076
09897,2,40PRD,570
09898,1,50PRD,100
09899,2,60PRD,056
09900,2,40PRD,340
09901,2,40PRD,037
09902,2,60PRD,480
09903,1,30PRD,100
09904,2,50PRD,360
09905,2,30PRD,220
09906,2,50PRD,067
09907,1,50PRD,073
09908,2,60PRD,080
09909,2,30PRD,270
09910,1,50PRD,150
09911,2,50PRD,440
09912,1,20PRD,100
09913,2,50PRD,160
09914,1,40PRD,011
09915,2,20PRD,570
09916,1,40PRD,110
09917,2,40PRD,440
09918,2,60PRD,540
09919,2,50PRD,210
09920,2,60PRD,025
09921,2,50PRD,510
09922,1,50PRD,310
09923,2,30PRD,260
09924,1,60PRD,
09925,2,20PRD,460
09926,2,30PRD,210
09927,2,40PRD,110
09928,2,50PRD,041
09929,2,50PRD,150
09930,1,30PRD,140
09931,2,60PRD,510
09932,2,50PRD,047
09933,2,30PRD,014
09934,2,50PRD,069
09935,1,30PRD,130
09936,2,40PRD,
09937,2,50PRD,017
09938,1,30PRD,500
09939,2,30PRD,090
09940,1,40PRD,
09941,1,40PRD,055
09942,2,50PRD,024
09943,2,30PRD,490
09944,2,30PRD,058
09945,2,40PRD,100
09946,2,40PRD,100
09947,2,30PRD,520
09948,2,40PRD,090
09949,1,20PRD,440
09950,2,40PRD,021
09951,1,60PRD,340
09952,1,40PRD,056
09953,2,60PRD,049
09954,2,40PRD,160
09955,1,20PRD,540
09956,1,30PRD,440
09957,1,50PRD,016
09958,1,30PRD,120
09959,2,50PRD,530
09960,2,40PRD,440
09961,1,30PRD,080
09962,2,20PRD,500
09963,2,30PRD,420
09964,2,30PRD,300
09965,1,30PRD,210
09966,2,30PRD,025
09967,2,60PRD,056
09968,2,30PRD,073
09969,1,30PRD,300
09970,2,50PRD,530
09971,2,60PRD,090
09972,2,30PRD,100
09973,1,30PRD,080
09974,2,30PRD,510
09975,2,40PRD,017
09976,2,60PRD,610
09977,2,30PRD,090
09978,2,60PRD,100
09979,2,50PRD,270
09980,2,20PRD,100
09981,2,40PRD,055
09982,2,40PRD,065
09983,2,40PRD,390
09984,2,50PRD,040
09985,1,30PRD,300
09986,2,50PRD,320
09987,2,20PRD,490
09988,1,40PRD,130
09989,2,30PRD,310
09990,2,40PRD,110
09991,1,30PRD,540
09992,2,20PRD,079
09993,2,50PRD,160
09994,1,50PRD,
09995,1,40PRD,170
09996,2,40PRD,220
09997,1,40PRD,
09998,2,40PRD,083
09999,2,50PRD,051
10000,1,20PRD,350
10001,2,30PRD,410
10002,2,40PRD,028
10003,2,50PRD,090
10004,2,50PRD,055
10005,2,50PRD,056
10006,2,40PRD,100
10007,2,40PRD,540
10008,2,50PRD,033
10009,2,50PRD,340
10010,2,40PRD,
10011,2,30PRD,010
10012,2,50PRD,100
10013,2,40PRD,013
10014,2,30PRD,250
10015,2,50PRD,460
10016,2,60PRD,480
10017,2,20PRD,014
10018,2,50PRD,100
10019,2,40PRD,020
10020,2,30PRD,140
10021,1,30PRD,
10022,2,30PRD,280
10023,1,30PRD,040
10024,2,30PRD,056
10025,1,40PRD,600
10026,1,30PRD,090
10027,2,40PRD,610
10028,2,40PRD,280
10029,1,40PRD,049
10030,2,40PRD,170
10031,2,40PRD,120
10032,2,20PRD,120
10033,2,50PRD,060
10034,2,30PRD,055
10035,2,30PRD,590
10036,2,50PRD,090
10037,1,20PRD,018
10038,2,50PRD,160
10039,2,30PRD,037
10040,1,50PRD,160
10041,1,40PRD,140
10042,1,30PRD,390
10043,2,30PRD,440
10044,2,30PRD,490
10045,2,60PRD,590
10046,2,30PRD,580
10047,2,30PRD,420
10048,2,50PRD,100
10049,2,30PRD,
10050,2,40PRD,
10051,2,30PRD,110
10052,2,50PRD,
10053,1,40PRD,310
10054,1,30PRD,100
10055,2,60PRD,150
10056,1,50PRD,053
10057,1,30PRD,170
10058,2,30PRD,220
10059,2,40PRD,570
10060,1,20PRD,160
10061,2,50PRD,150
10062,2,40PRD,110
10063,2,40PRD,110
10064,2,50PRD,
10065,1,60PRD,230
10066,1,40PRD,370
10067,2,50PRD,160
10068,2,30PRD,018
10069,2,60PRD,087
10070,1,40PRD,600
10071,2,40PRD,310
10072,2,60PRD,500
10073,2,40PRD,120
10074,1,30PRD,470
10075,2,30PRD,043
10076,2,40PRD,260
10077,2,40PRD,180
10078,2,30PRD,470
10079,2,50PRD,510
10080,2,50PRD,043
10081,1,50PRD,130
10082,1,60PRD,017
10083,2,40PRD,350
10084,2,30PRD,440
10085,1,50PRD,100
10086,2,30PRD,500
10087,1,40PRD,055
10088,1,20PRD,041
10089,2,60PRD,160
10090,2,50PRD,420
10091,2,50PRD,350
10092,2,40PRD,050
10093,2,50PRD,055
10094,2,50PRD,056
10095,2,20PRD,130
10096,2,40PRD,460
10097,2,40PRD,140
10098,1,40PRD,470
10099,2,40PRD,011
10100,2,30PRD,440
10101,2,60PRD,011
10102,1,40PRD,020
10103,2,50PRD,
10104,2,50PRD,460
10105,2,40PRD,540
10106,1,20PRD,
10107,2,50PRD,620
10108,1,30PRD,100
10109,2,30PRD,088
10110,2,30PRD,280
10111,1,40PRD,020
10112,1,30PRD,120
10113,2,40PRD,600
10114,2,30PRD,055
10115,2,60PRD,
10116,2,50PRD,270
10117,1,40PRD,130
10118,1,30PRD,180
10119,1,30PRD,056
10120,2,20PRD,150
10121,2,30PRD,080
10122,1,20PRD,
10123,1,30PRD,500
10124,1,30PRD,520
10125,1,50PRD,390
10126,1,30PRD,087
10127,2,30PRD,300
10128,2,50PRD,040
10129,2,40PRD,160
10130,2,40PRD,140
10131,2,30PRD,130
10132,2,20PRD,170
10133,2,40PRD,100
10134,1,20PRD,500
10135,2,50PRD,100
10136,2,50PRD,510
10137,2,30PRD,550
10138,1,30PRD,130
10139,2,30PRD,049
10140,1,30PRD,150
10141,2,30PRD,120
10142,2,30PRD,057
10143,1,30PRD,630
10144,2,40PRD,110
10145,2,40PRD,210
10146,2,30PRD,120
10147,1,20PRD,036
10148,2,40PRD,180
10149,1,50PRD,140
10150,1,30PRD,088
10151,2,30PRD,072
10152,1,20PRD,087
10153,2,50PRD,460
10154,2,30PRD,025
10155,2,30PRD,480
10156,2,60PRD,033
10157,1,30PRD,420
10158,1,30PRD,460
10159,2,60PRD,510
10160,2,40PRD,090
10161,2,60PRD,510
10162,1,40PRD,082
10163,1,30PRD,340
10164,1,30PRD,620
10165,2,60PRD,072
10166,2,40PRD,014
10167,2,30PRD,350
10168,2,60PRD,110
02024,2,50PRD,039
02025,2,50PRD,520
02026,2,50PRD,220
02027,2,50PRD,130
02028,2,50PRD,470
