SEQ,RCT_NO,BIZ_UNIT,PD_S_C,BR_C,DE_DT,DE_HR,BUY_AM,BUY_CT
2105,265400,A02,517,93,20150604,17,10500,1
3153,161592,A02,507,29,20150531,15,6100,1
4313,43792,A03,285,51,20150310,22,12200,2
287,264015,A01,77,5,20150522,14,1150,1
4163,366802,A01,20,29,20150306,19,78650,1
5154,211163,A02,1089,57,20150422,17,3878,404
19407,167832,A02,318,32,20150302,18,10900,1
8565,211885,A02,63,57,20150826,20,7920,8
16780,290338,A02,1426,106,20150907,17,6900,1
14936,292936,A01,53,37,20150505,16,7000,1
12066,9073,A03,630,68,20151211,16,5050,1
1191,118116,A02,1232,16,20150118,18,4050,1
4084,60015,A02,1135,7,20151027,17,10500,3
17332,3847,A01,200,30,20150718,14,138000,1
5047,48599,A04,245,591,20150827,12,3900,1
3813,33964,A03,687,23,20150224,16,5360,1
8139,243560,A01,99,4,20150818,19,12720,1
7042,56648,A02,887,7,20150928,18,6900,1
6535,198007,A02,1301,50,20150730,16,2000,1
3740,471087,A01,214,39,20150524,19,29000,1
1455,301488,A02,1436,113,20150106,15,3040,1
2555,122095,A01,210,29,20150614,12,39000,1
7054,19022,A03,56,226,20151228,21,500,2
710,166918,A02,517,31,20150825,14,11900,1
1785,69849,A02,1472,8,20150216,19,2160,1
5736,54454,A04,276,2119,20150918,9,1500,1
2035,6986,A03,895,44,20151105,17,4000,1
2524,150178,A03,881,547,20150504,18,1990,1
15486,178259,A02,514,40,20150215,18,9900,1
7596,76814,A03,407,112,20150102,15,1580,2
3338,275513,A02,1444,98,20150126,20,2980,1
8173,18831,A02,1479,7,20150118,15,2000,2
18410,297730,A02,330,109,20151129,19,53100,531
14437,245481,A02,1233,86,20150409,18,500,1
4477,153194,A03,559,294,20150425,14,3980,1
5545,44569,A04,325,4296,20150811,15,4500,1
3387,5642,A02,265,4,20150213,12,6990,1
689,271876,A02,1049,96,20150501,19,6400,1
2807,16466,A03,469,9,20150429,12,17000,4
8723,212678,A02,1193,58,20150907,13,1250,1
12699,33977,A03,407,23,20150228,19,750,1
10946,121628,A03,296,485,20150606,17,690,1
4089,181669,A02,67,40,20150831,20,1850,1
19827,2210,A02,54,2,20151006,20,10990,1
13391,22917,A03,104,319,20151113,21,2980,1
7011,11220,A04,183,993,20150312,19,750,1
6834,96969,A03,43,173,20151003,11,2290,1
2287,148521,A03,642,531,20150807,15,2990,1
13861,160780,A03,44,312,20151007,15,2980,1
7687,235535,A02,253,81,20151104,18,6500,1
13097,10780,A03,724,94,20151111,22,4490,1
2139,462342,A01,77,2,20150830,18,2900,2
8104,16214,A04,63,81,20150409,7,1000,1
2182,38762,A02,61,7,20150602,17,4300,2
10210,120311,A03,324,253,20150710,20,2800,1
3362,460891,A01,615,20,20151213,17,100,2
1329,119918,A03,304,252,20150305,14,1000,1
3136,132842,A02,1232,16,20151101,21,3170,1
17301,73529,A01,439,2,20151203,14,55300,1
4982,39509,A01,130,26,20150119,13,10000,1
18791,81996,A03,538,119,20150423,15,1650,1
9202,847,A03,487,1,20150801,18,4940,1
10749,260232,A02,62,91,20150723,17,8940,1
5620,237871,A02,1180,83,20150129,15,1920,2
5315,255156,A02,1432,89,20150711,18,680,1
2868,166696,A01,514,2,20150224,11,60000,1
992,234428,A02,1474,81,20150528,12,1150,1
19479,71043,A02,68,8,20150425,22,2600,2
5136,100097,A02,48,13,20150525,19,3680,1
22,466715,A01,485,25,20151005,19,10000,1
4633,11632,A02,1618,6,20150503,19,14300,1
9955,127940,A01,215,23,20150913,12,59900,1
6201,17738,A03,56,187,20151125,14,390,1
1878,314598,A02,218,124,20150606,19,2400,1
12571,236563,A02,1026,82,20150611,13,19800,2
3573,153185,A02,680,25,20150324,21,11000,2
7562,45396,A01,149,6,20150727,15,40000,1
6540,239501,A01,121,29,20150425,14,22500,1
4452,143966,A03,84,399,20150112,13,3292,1
5851,275423,A01,132,36,20150527,18,768000,1
6651,74909,A04,300,4124,20151217,11,1100,1
7600,30920,A04,69,3029,20150616,18,5000,2
11972,102503,A01,147,14,20150925,11,30000,1
6362,117861,A02,999,16,20150112,21,5900,1
7979,144493,A03,411,404,20150915,12,1090,1
10059,149539,A02,1435,24,20150103,19,2950,1
7650,125486,A02,1166,16,20150619,19,2500,1
93,149285,A02,1432,23,20150914,16,2240,1
11214,52657,A01,132,16,20150816,13,10000,1
10919,180614,A02,1007,40,20150705,14,12000,1
5485,271707,A02,104,96,20150409,12,10000,1
476,102474,A02,1233,13,20150711,15,1680,2
15830,109475,A03,507,464,20150801,19,2960,4
12900,318112,A02,927,127,20150807,17,9900,1
2457,3748,A02,1204,3,20150618,14,6290,1
12460,283644,A01,60,1,20150530,15,4000,1
6398,247405,A02,1259,86,20150924,15,19000,1
5339,142438,A03,302,360,20150228,20,2950,1
3868,101579,A03,506,184,20150629,13,3000,6
14870,173934,A02,677,34,20151114,23,4800,1
15945,61667,A04,445,727,20151018,21,2300,1
17981,445348,A01,60,2,20150920,14,4000,1
12992,105659,A02,1436,13,20150910,18,3360,1
7841,88444,A03,403,138,20150817,17,1700,1
3847,106013,A02,1449,13,20150918,21,7980,1
1729,61596,A02,786,7,20151106,14,8592,722
6358,25985,A04,1,4248,20150525,15,800,1
9163,21962,A02,697,7,20150210,16,12000,1
14709,166389,A02,1448,31,20150315,17,9440,1
14495,31704,A04,56,4348,20150619,9,1000,1
5186,193974,A02,648,48,20150525,14,2400,1
4042,256652,A02,897,89,20151031,19,3900,1
12897,39736,A03,296,38,20150121,18,3450,1
15110,2198,A05,114,7,20151002,22,11800,1
3186,28603,A03,776,13,20151013,19,1100,1
17177,66681,A03,505,100,20150328,13,400,1
16488,121198,A01,589,37,20151108,17,310000,1
3872,182026,A01,86,2,20150426,12,6900,1
2074,266684,A02,1439,93,20150905,18,3980,1
9302,159994,A02,1084,28,20150707,19,2480,1
2744,65826,A03,49,509,20151124,20,1980,2
10723,332039,A01,89,37,20150520,15,3000,1
8924,115340,A03,895,237,20150317,19,1000,1
9228,49993,A02,1233,7,20150814,14,700,1
8009,302773,A02,587,113,20150808,23,1600,1
5229,108804,A03,19,205,20150512,18,1990,1
7615,98276,A02,1485,13,20150418,21,4500,1
5704,74191,A02,1186,8,20151017,12,2980,1
16642,276567,A02,1090,98,20151005,17,2300,1
11345,425519,A01,478,16,20150925,14,20000,1
11617,59471,A03,664,81,20150801,21,9200,1
11477,76082,A02,735,9,20150209,22,3400,2
7413,221996,A02,680,70,20150109,16,33000,2
199,45244,A02,1365,7,20150715,13,4200,3
5264,172210,A02,1153,33,20151124,13,500,5
7047,45198,A01,183,37,20151031,14,29000,1
412,351611,A01,367,11,20150418,14,20000,1
14718,231271,A02,588,76,20151106,19,4000,1
1575,186772,A01,145,4,20150401,17,73000,1
3258,264950,A02,265,93,20150504,17,1800,1
13514,232063,A02,1301,77,20151214,11,7180,1
5608,6234,A02,1112,4,20150503,19,3990,1
5237,78512,A03,441,116,20150227,15,990,1
1736,404763,A01,85,2,20150624,17,10000,1
12861,274846,A02,1262,97,20150908,18,14500,1
4745,73121,A03,303,107,20150727,18,3690,1
11553,65604,A02,207,7,20151204,20,4000,1
15805,157345,A02,903,25,20151219,13,10900,1
18537,158021,A03,44,304,20150907,15,3500,1
14695,466771,A01,99,36,20151115,18,6500,1
10702,63038,A03,64,94,20150509,19,1490,1
8689,86734,A03,424,133,20150812,19,11640,2
2385,78683,A02,9,9,20150711,10,980,1
5273,75183,A02,1064,8,20151211,21,1250,1
4805,275666,A01,215,45,20150405,20,69000,1
1718,323005,A01,145,12,20150529,12,660000,1
12136,270704,A02,57,95,20151127,20,1980,2
13330,311145,A01,31,6,20151221,13,30000,1
14753,67880,A03,435,103,20150827,19,3780,1
3685,150183,A02,488,24,20150411,13,5300,1
13594,203262,A02,528,53,20150507,17,3480,1
11371,198939,A02,491,50,20151224,19,19500,1
8829,154195,A02,1111,25,20150531,21,1380,1
11419,153343,A02,63,25,20150404,20,2750,1
8159,202093,A02,1442,52,20151219,21,4780,1
4266,124110,A02,876,16,20150523,13,10466,588
3365,82553,A02,1212,10,20150424,18,3000,1
7513,317018,A02,195,127,20150220,19,10000,1
15720,315730,A02,1380,125,20150710,11,4700,1
9430,77953,A03,413,116,20150106,19,960,1
17738,20852,A03,410,287,20151126,20,2990,1
15340,251066,A02,271,88,20150717,22,9900,1
5850,215599,A02,610,63,20150525,15,18000,1
256,33162,A04,327,3490,20150626,22,8600,2
11255,2217,A02,528,2,20151012,15,3690,1
1971,61064,A03,285,85,20150608,16,3990,1
14221,62148,A04,298,776,20151020,16,800,1
19379,148841,A02,1468,22,20151112,20,25200,1
5985,302483,A02,378,113,20150621,17,13800,1
15316,81916,A02,970,10,20150122,16,4500,5
7564,401523,A01,423,3,20150403,13,30000,3
13934,67134,A04,220,4465,20151110,0,2000,1
4683,75296,A02,671,8,20151219,13,15750,1
9064,311944,A02,1620,120,20150528,16,4000,2
9561,74625,A04,219,1915,20151216,21,2400,2
16799,454399,A01,54,30,20150414,16,12000,1
11226,83753,A03,895,124,20150602,10,3000,1
5623,143676,A03,469,393,20150912,21,5600,4
5355,425461,A01,18,2,20150507,15,10000,1
1998,49339,A01,138,2,20150916,10,15000,1
5946,178733,A02,251,40,20150311,13,3000,1
6791,238736,A02,218,83,20150413,11,3280,1
19679,274018,A02,211,97,20150220,17,10000,1
8736,72924,A02,1620,8,20150804,16,1000,1
18400,141480,A03,407,525,20150123,21,1590,1
8294,43507,A04,264,4125,20150807,13,1900,1
9821,26632,A03,478,13,20150124,13,2000,2
8797,283948,A02,1037,106,20150109,23,9300,1
17194,138358,A01,570,2,20151229,12,14340,1
1569,329133,A01,479,29,20150522,14,20000,2
6416,104939,A03,285,187,20150725,16,5500,1
16747,101906,A03,527,185,20150316,19,4480,1
10827,40456,A02,1314,7,20150613,14,3136,1
13213,42509,A01,218,41,20151106,13,29500,1
3579,66728,A02,1163,7,20151212,22,980,1
15107,40456,A01,513,29,20150502,16,98000,1
8892,35906,A03,519,30,20150914,18,9980,1
9583,175415,A02,522,37,20150430,17,3200,1
13028,15828,A02,1453,6,20151224,20,1250,1
13043,317628,A02,1396,127,20150530,15,6000,1
6780,8427,A01,211,4,20150128,15,250600,1
8449,418380,A01,95,4,20150126,17,6000,1
12747,68546,A04,511,632,20151117,8,20,1
4923,152192,A02,165,25,20150115,18,20000,1
18716,56198,A03,486,68,20151020,16,4480,1
18847,129202,A03,505,322,20150610,18,1000,2
6155,160271,A03,19,309,20150723,17,880,1
10838,187528,A02,1176,43,20151221,17,7050,1
16283,68926,A03,20,107,20150124,13,2690,1
17586,237101,A02,1486,82,20150917,16,7480,1
9081,13725,A02,68,6,20150825,18,2500,1
3849,476584,A01,7,4,20151220,19,7740,1
19852,40396,A02,1087,7,20150613,23,1500,2
2558,81585,A01,577,27,20151028,15,117600,1
4626,448735,A01,60,16,20150725,16,5000,1
7632,8153,A01,124,30,20150301,12,23000,230
3502,7992,A01,208,2,20150128,11,349000,1
7915,244836,A02,1240,86,20150211,13,2980,1
13695,166502,A02,32,31,20150425,14,30000,1
16977,165229,A02,1183,30,20150814,14,400,1
8139,39944,A01,135,29,20151118,20,31500,1
15828,86526,A02,75,11,20150405,17,3950,1
12771,64569,A01,135,2,20150704,15,66500,1
19917,1084,A02,871,1,20150826,12,27798,2336
7333,14852,A01,59,1,20151218,10,82500,5
7547,245038,A02,844,86,20150227,20,6500,1
15282,209325,A02,679,56,20150607,17,600,1
6270,122179,A02,193,16,20150416,22,4000,2
14411,56792,A03,895,71,20150109,17,6000,6
8287,280736,A02,584,103,20150227,21,15000,1
1924,85466,A02,1453,11,20150216,16,7900,1
13532,121729,A01,58,2,20150321,13,27900,1
11857,71742,A02,1442,8,20150603,23,2190,1
6998,97680,A02,876,13,20150406,15,11368,784
9945,2020,A03,407,4,20150307,19,2990,1
1233,287557,A01,121,1,20150626,19,20000,1
9677,107523,A02,1061,13,20151023,17,1780,1
11541,72232,A03,776,107,20150624,16,440,1
11840,68946,A02,1195,8,20141229,19,22100,1
19645,208114,A02,539,55,20151117,11,2190,1
1410,61974,A04,249,1999,20151019,18,5200,1
15079,38574,A04,245,780,20150719,22,14000,4
1735,433502,A01,1,24,20150214,17,25000,1
9557,19396,A02,238,7,20150122,16,3600,1
2155,54522,A04,153,3483,20150918,22,500,1
13714,102769,A02,1391,13,20150717,17,10000,1
9559,87823,A02,19,11,20150606,18,14500,1
9352,68985,A04,288,632,20151119,14,17850,21
1438,28406,A02,517,7,20150326,14,23200,2
15135,11292,A04,296,3288,20150312,18,5000,1
1162,171935,A01,71,2,20150801,11,5000,10
4128,88637,A03,122,138,20150926,11,9900,1
2412,254794,A02,1064,89,20150613,14,1450,1
2088,57584,A04,131,472,20151001,21,2400,1
2093,477656,A01,12,6,20150815,17,3000,1
8548,45185,A01,318,25,20150522,18,76300,1
8698,59287,A04,137,772,20151008,8,700,1
7592,69904,A02,1437,8,20150218,21,3360,1
2873,66590,A02,519,7,20151211,20,13900,1
17194,76865,A03,49,112,20150312,15,890,1
11812,235036,A02,972,81,20150816,13,2400,2
12593,99922,A02,1620,13,20150520,21,2000,1
2876,7316,A01,158,35,20150224,12,69000,1
9429,10364,A01,185,22,20151027,17,49000,1
1032,140817,A03,776,354,20150518,12,2400,10
3756,235740,A02,1010,81,20151211,22,8900,1
7239,196053,A02,1618,49,20150728,13,2300,1
18698,41278,A03,880,41,20150817,11,9000,2
5455,82839,A03,163,121,20150316,13,11000,1
15514,200215,A02,898,51,20151213,17,2480,1
9139,30087,A02,929,7,20150406,11,7980,1
12145,32323,A02,1259,7,20150421,14,19000,1
3104,291620,A02,120,106,20151101,18,1000,1
6703,95297,A03,602,167,20150622,20,1600,1
14162,51816,A02,1234,7,20150826,19,4600,1
7651,143812,A03,403,398,20150428,23,3250,1
7530,310970,A02,822,119,20150912,11,7900,1
16785,62606,A02,1161,7,20151113,19,200,2
1427,47876,A04,132,961,20150824,19,2700,1
8829,152864,A02,528,25,20150305,22,3150,1
7411,269481,A02,1581,94,20151225,11,4200,1
11914,97441,A03,71,176,20150719,17,1390,1
19755,46513,A04,140,776,20150819,8,1000,1
4824,458862,A01,71,2,20150721,19,2400,3
6501,98473,A02,988,13,20150422,12,1980,2
3155,140277,A02,265,19,20150413,18,1300,1
181,49446,A01,135,35,20150412,13,19000,1
7143,187340,A01,479,2,20150529,15,87000,1
9075,55778,A04,245,2145,20150923,20,15600,4
6715,120126,A01,318,1,20150524,16,59500,1
14632,61856,A03,665,91,20150405,14,8900,1
13994,64133,A03,720,96,20150810,18,990,1
18830,24397,A02,1455,7,20150226,10,2950,1
12359,98552,A02,929,13,20150423,16,11900,1
4734,60830,A02,48,7,20151101,15,5580,1
8960,11124,A02,1376,6,20150405,14,5500,1
9794,100537,A01,292,36,20151129,19,30000,2
7038,206518,A01,14,36,20150525,14,3500,1
17667,74371,A01,233,4,20150701,11,7000,1
2557,112986,A02,26,14,20150915,18,13800,1
3890,81309,A01,318,35,20150705,14,53000,1
12217,313479,A02,292,122,20151129,20,6800,1
5264,171766,A02,1064,33,20150830,19,1500,1
7992,86432,A02,830,11,20150402,17,5500,1
611,118614,A01,21,37,20150113,13,2900,1
2438,30417,A02,989,7,20150408,19,2980,1
3946,279495,A02,679,101,20150609,17,600,1
6864,163058,A02,111,29,20151031,20,8800,1
9972,186124,A02,63,43,20150614,20,7000,2
18427,119634,A03,886,251,20150807,22,19800,2
8480,82868,A02,876,10,20150606,21,13202,892
13563,64151,A02,379,7,20151124,11,24500,1
16742,5746,A04,131,1674,20150206,19,1500,1
12484,215577,A02,610,63,20150501,10,12000,1
6693,24638,A03,45,348,20151123,15,1200,1
8221,290884,A02,1233,106,20150928,19,660,1
17283,124926,A02,847,16,20150607,17,16132,218
363,6135,A01,256,25,20150709,13,98000,1
11748,171601,A02,1422,33,20150725,20,19000,1
16742,26831,A04,292,1674,20150529,16,2000,1
2309,45136,A04,47,4348,20150813,10,0,1
5442,169165,A02,1171,32,20150801,14,6300,1
17177,16062,A03,470,165,20151228,16,2500,1
1352,462371,A01,12,29,20150517,18,12000,1
13422,6480,A03,573,35,20151121,18,6000,2
3488,91055,A02,196,11,20151114,20,600,1
4152,14904,A03,303,138,20151107,18,4980,1
7264,226659,A02,598,73,20150105,17,8550,1
2633,143819,A02,1120,19,20151029,22,7500,2
1516,90178,A02,211,11,20150926,14,10850,1
3865,154133,A02,679,25,20150526,16,550,1
9202,496,A03,403,1,20150502,13,5000,2
9541,58477,A04,292,81,20151005,9,2000,1
9821,27086,A03,518,13,20150328,13,2750,1
15676,149661,A03,466,540,20150306,23,1050,1
6802,176409,A02,1582,38,20150808,16,1100,2
19076,139416,A03,493,348,20150517,14,4380,1
13732,78433,A03,426,116,20150217,20,1550,1
6079,21653,A02,654,7,20150207,17,9900,1
3041,240273,A02,1064,83,20150831,17,800,1
1901,40802,A03,469,40,20150710,22,2750,1
8596,109791,A02,204,13,20151211,20,5000,5
1435,65947,A02,1620,7,20151206,19,4000,2
318,22023,A02,1353,7,20150210,17,15800,1
19518,76976,A02,48,9,20150406,21,11280,1
7581,137371,A03,36,342,20150612,18,1000,1
5136,100097,A02,55,13,20150525,19,2970,1
5078,36738,A04,180,3809,20150711,22,1500,1
472,156247,A02,1443,25,20150929,19,2550,1
6250,59031,A01,206,45,20151204,19,49000,1
15488,430420,A01,9,2,20150712,19,3400,1
6466,8741,A01,545,29,20150413,14,19000,1
3960,117738,A02,1220,16,20150108,22,5430,1
4528,66029,A02,73,7,20151207,20,5200,1
6166,50524,A01,145,26,20150110,14,125000,1
2000,245198,A02,384,86,20150314,22,79000,79
18722,210293,A02,1588,56,20151127,20,1000,1
2313,142281,A03,214,359,20150305,17,1990,1
7269,316298,A02,1202,126,20150206,21,5000,2
5264,170884,A02,1181,33,20150314,16,1980,1
516,43924,A01,117,6,20150917,12,18000,1
11736,168689,A01,14,29,20150205,19,13000,1
14723,111389,A03,505,224,20150218,18,500,1
15491,102826,A02,75,13,20150718,20,8900,1
7563,469840,A01,134,1,20150417,20,12000,1
9517,359373,A01,210,3,20150722,15,14900,1
2160,423676,A01,422,15,20150417,16,30000,1
13550,228816,A02,897,74,20150419,15,1500,1
4883,63641,A03,68,95,20150527,17,1850,1
14311,178776,A02,987,40,20150314,18,3900,1
9566,294789,A02,1433,107,20151013,13,970,1
3464,7162,A01,145,4,20150123,11,52000,1
15790,24865,A02,853,7,20150301,20,10854,324
6012,17337,A02,893,7,20150107,20,1350,1
18592,70097,A02,879,8,20150228,18,21424,1030
13904,80951,A02,1416,9,20151116,18,12900,1
4386,14631,A04,131,1822,20150331,16,12000,10
9945,1909,A03,97,4,20150117,15,3990,1
4307,213717,A01,99,2,20151223,16,15500,1
987,57261,A02,1222,7,20151006,16,7980,1
2948,32587,A02,1112,7,20150423,16,3800,1
8082,291285,A02,812,106,20151018,15,3300,1
6930,93502,A03,410,159,20150130,22,2990,1
9767,30397,A03,42,15,20150611,11,1990,1
7314,116358,A03,429,240,20150328,11,3000,2
203,428291,A01,18,16,20150516,18,10000,1
6495,123754,A02,505,16,20150517,17,12900,1
16824,439494,A01,6,30,20150520,17,25000,1
11840,461200,A01,31,20,20150821,19,5000,1
8726,288580,A02,1175,106,20150708,14,1480,1
880,120626,A02,1048,16,20150313,15,3750,1
7889,292830,A02,524,106,20151219,20,1000,1
8436,66318,A03,260,530,20151101,10,2990,1
16411,60693,A04,326,1589,20151014,20,4500,1
13758,29783,A03,488,14,20150723,17,4950,1
8295,39318,A01,486,3,20150614,14,600,1
9123,109160,A02,679,13,20151127,23,440,1
15880,100562,A01,14,7,20150529,13,7600,1
16742,7610,A04,133,1674,20150217,17,1000,1
4308,17935,A03,276,187,20151210,16,4980,1
6196,72730,A02,896,8,20150725,22,2480,1
11393,268395,A02,1248,94,20150314,17,5580,1
284,449561,A01,76,2,20150710,17,1490,1
10006,144307,A02,119,19,20151123,20,29800,1
4691,115424,A03,525,469,20150331,22,1990,1
18799,207449,A02,1472,55,20150717,11,2960,1
18817,288871,A02,1451,106,20150719,15,11960,2
18390,58237,A01,209,36,20150502,17,109000,1
12571,318137,A02,56,127,20150811,12,1000,1
18194,29215,A01,208,20,20150405,15,129200,1
6059,160381,A02,73,29,20150123,15,2300,1
7506,254402,A02,1447,89,20150517,22,17900,1
3955,32436,A04,182,1705,20150623,17,1050,1
7631,8145,A01,215,2,20150117,10,45000,3
13331,153907,A02,679,25,20150511,17,1100,2
6454,125165,A02,1432,16,20150612,22,1900,1
11384,253338,A01,136,4,20150627,20,30000,1
3512,423964,A01,20,20,20150223,19,5980,1
991,119184,A01,145,2,20150925,19,38000,1
3820,261573,A02,196,92,20150329,16,4760,238
10987,75720,A03,410,545,20151103,19,990,1
8176,293327,A02,1452,107,20150129,19,7980,1
4500,65946,A04,1,2962,20151105,11,800,1
4452,20910,A01,145,16,20151113,11,72000,1
9447,249231,A02,1111,87,20150917,19,1000,1
5929,133494,A03,303,334,20150210,16,3690,1
13648,4253,A05,140,18,20151206,21,20,1
6945,275377,A01,77,9,20150305,13,7400,4
15968,316365,A02,1183,126,20150405,16,5460,1
6265,312944,A02,491,120,20151205,18,19500,1
7917,72899,A01,164,37,20150913,17,349600,1
16742,20815,A04,387,1674,20150501,20,12700,1
3462,304724,A02,200,114,20150621,13,7900,1
6201,441275,A01,615,12,20150322,19,50,1
2439,84455,A03,81,126,20150604,18,10000,1
13531,30780,A01,567,2,20150221,11,298000,1
13339,11842,A02,26,6,20150515,20,8000,1
19838,33444,A03,568,21,20150918,17,3000,1
9261,66538,A04,77,2152,20151108,18,6800,4
5613,298852,A02,729,110,20150924,16,4200,1
14702,2221,A05,87,7,20151020,18,9900,1
5516,126060,A03,441,272,20150107,22,1900,2
2989,16864,A02,1161,7,20150103,19,4000,4
2207,31100,A02,830,7,20150414,20,4500,1
16098,241657,A01,595,47,20150711,20,19900,1
4998,83814,A03,428,124,20150714,15,1200,2
15943,152450,A03,493,291,20150302,21,1700,1
916,159845,A03,487,308,20150709,17,2740,1
9721,63871,A04,324,1453,20151027,14,4100,1
2520,457647,A01,20,2,20150419,19,5000,1
15618,102461,A03,68,187,20150117,22,2500,1
1761,193622,A02,989,48,20150107,17,3500,1
5467,134752,A03,488,513,20150916,19,890,1
19592,203203,A02,1007,53,20150502,22,9900,1
10882,161421,A02,532,29,20150512,17,5805,3
3130,152664,A03,94,291,20150622,19,9900,1
6991,257052,A02,60,89,20151129,14,1060,1
7788,72483,A04,266,1240,20151206,21,2600,2
9886,94883,A02,1166,13,20150207,12,3300,2
7753,301383,A02,610,112,20151214,16,17600,1
13090,10821,A02,37,6,20150320,20,4500,1
514,74480,A04,292,4161,20151215,14,4000,2
1785,250890,A01,20,20,20150130,13,3900,1
17303,16790,A01,567,18,20151106,13,893000,1
3103,457633,A01,60,2,20151201,15,11400,1
3571,67253,A02,1049,7,20151216,14,6400,1
6686,39329,A04,61,815,20150722,21,3600,2
12178,130417,A03,49,326,20150814,22,1190,1
334,413196,A01,55,2,20151127,16,2310,3
9413,8544,A04,282,1931,20150224,8,1600,1
4132,99579,A01,145,12,20150506,16,39000,1
4853,231830,A02,230,77,20150815,21,10000,1
8339,190201,A02,1163,45,20150729,22,4990,1
110,67178,A02,767,7,20151216,14,7000,1
5558,68816,A03,188,107,20150119,16,5500,1
11289,160583,A03,526,310,20150629,18,6480,1
6398,247590,A02,91,86,20151016,15,2700,1
1309,3607,A02,497,3,20150531,19,6490,1
17212,276024,A01,17,29,20150419,20,10000,1
3718,246168,A01,97,1,20151121,15,28500,1
14385,171408,A02,1299,33,20150621,14,1450,1
10973,76950,A02,1549,9,20150404,18,11800,1
458,64230,A02,1406,7,20151125,15,15000,1
2340,136069,A01,492,11,20150213,15,70000,1
13761,30026,A01,595,2,20150922,13,19900,1
7659,191006,A02,817,45,20151130,19,6900,1
8,273607,A02,1187,96,20151204,23,1180,1
327,8533,A03,487,68,20151119,10,3390,1
15611,251448,A01,98,29,20150711,18,4400,1
1427,154252,A03,73,297,20150226,18,1490,1
12196,210716,A02,1079,57,20150209,12,3000,1
7342,110127,A02,1179,13,20151219,11,6440,1
4430,304038,A02,936,114,20150313,13,6900,1
4336,70978,A02,902,8,20150421,22,9900,1
1009,122552,A03,492,258,20150209,14,2410,1
13820,78961,A02,1588,9,20150725,21,1980,1
15706,52914,A01,582,47,20150416,16,259800,1
4683,167622,A01,53,20,20150815,17,5000,1
6165,151541,A02,1439,24,20151103,20,3970,1
404,57053,A02,1068,7,20151005,15,690,1
5118,95969,A02,572,13,20150302,18,2800,1
5251,228377,A02,1441,73,20151220,21,5960,2
2843,2907,A04,132,632,20150120,15,1100,1
1715,88598,A02,1480,11,20150718,18,10000,10
8280,20753,A04,279,783,20150501,13,1200,1
16520,89466,A03,298,141,20150709,13,1000,1
14067,317992,A02,1539,127,20150724,13,12640,1
12034,70216,A02,879,8,20150307,18,5014,218
18914,231522,A02,1232,77,20150307,13,7950,3
15515,8207,A05,54,37,20151205,23,21000,1
4587,113979,A03,321,230,20150901,16,3400,1
1291,101728,A02,1047,13,20150625,12,4680,1
12766,185861,A02,52,43,20150507,15,970,1
17363,1041,A04,306,1451,20150108,18,4500,3
12769,59757,A01,574,5,20150613,16,119000,1
14549,117843,A03,424,247,20151031,12,5640,1
17454,317033,A02,514,127,20150222,12,9900,1
6550,85403,A02,1447,11,20150214,14,11400,1
405,141205,A02,1222,19,20150531,14,3600,4
10882,160120,A02,1250,29,20141229,14,3980,1
12900,317402,A02,847,127,20150421,14,9770,328
6521,318008,A02,879,127,20150727,23,22090,1004
6714,89854,A03,84,144,20151023,12,19800,2
9497,60489,A04,56,2936,20151013,12,1750,1
15193,101273,A03,505,184,20150330,18,400,1
11045,15585,A04,56,3193,20150405,18,1900,1
10185,1067,A02,1608,1,20150821,16,23800,2
12499,142734,A02,1202,19,20150823,16,5480,1
17523,175885,A02,1232,38,20141231,16,3170,1
9895,125944,A03,363,269,20151004,12,1990,1
5686,49203,A03,43,68,20150211,21,1990,1
5534,264602,A01,107,47,20151010,19,38400,1
15495,35766,A04,243,4541,20150707,0,2950,1
15827,116354,A02,608,15,20150928,11,24000,1
457,48193,A03,573,68,20150106,16,2500,1
3682,9296,A02,855,5,20151201,15,17525,1037
17082,128305,A02,914,16,20150807,22,5900,1
14410,123249,A03,776,258,20150720,18,500,1
16514,80141,A02,1221,9,20150926,23,3950,1
15488,58251,A01,521,2,20150514,19,199000,1
12012,38340,A04,56,636,20150718,23,1500,1
1612,110365,A02,1187,13,20151224,14,2980,1
16896,188374,A02,945,44,20150808,20,9500,1
6114,187312,A01,615,2,20151214,12,50,1
690,31126,A02,1380,7,20150414,11,7800,1
4345,73294,A04,179,93,20151210,17,700,1
6145,17641,A03,52,187,20151114,17,1000,1
19278,19939,A03,670,257,20151118,14,3250,1
170,40472,A03,57,40,20150405,18,3490,1
8294,120840,A02,1015,16,20150317,18,3080,522
19202,157794,A03,407,304,20150221,17,1040,1
8810,147236,A03,492,442,20150113,16,1480,1
10053,220192,A02,1187,68,20151010,16,3250,1
5796,57534,A04,269,4320,20150930,20,1000,1
22,286482,A02,1544,106,20150419,16,7800,1
9155,151872,A02,1433,24,20151219,20,590,1
16128,175396,A02,18,37,20150419,15,1480,1
4328,42618,A02,1029,7,20150627,15,16500,1
10631,37648,A03,405,34,20150403,22,2400,1
12418,8370,A05,69,41,20150830,20,5400,1
9273,297983,A02,356,110,20150212,16,38000,38
6382,127253,A01,14,31,20150119,18,10000,1
17369,123912,A03,776,489,20150118,19,600,1
1657,65864,A02,1431,7,20151206,19,2730,1
2213,6242,A01,586,39,20150527,11,99000,1
8060,469812,A01,19,2,20150425,18,1980,1
19838,173499,A01,82,37,20150728,13,2350,1
